Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,25,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,25,1998,18.0,4,50,19,38.0,2.78,1.06,0.08,0.21,13.2,0,0,0,6.2,6.2,0.12,-2.2,-2.2
Enzo Le Fée,FRA,MF,Rennes,Ligue 1,23,2000,17.0,0,12,0,0.0,0.71,0.00,0.00,,22.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5
Vincent Le Goff,FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,16.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,26,1996,27.4,2,8,5,62.5,0.29,0.18,0.25,0.40,12.2,0,0,0,1.0,1.0,0.13,+1.0,+1.0
Nicola Leali,ITA,GK,Genoa,Serie A,30,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rafael Leão,POR,FW,Milan,Serie A,24,1999,27.9,9,70,24,34.3,2.51,0.86,0.13,0.38,17.1,0,0,0,10.0,10.0,0.14,-1.0,-1.0
Adrien Lebeau,FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,0,2,0,0.0,3.33,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,33.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,30,1993,28.0,4,52,13,25.0,1.86,0.46,0.08,0.31,22.8,0,0,0,2.4,2.4,0.05,+1.6,+1.6
Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,1999,30.0,0,13,4,30.8,0.43,0.13,0.00,0.00,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,25,1998,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,32,1991,37.0,3,67,21,31.3,1.81,0.57,0.04,0.14,27.9,32,0,0,3.3,3.3,0.05,-0.3,-0.3
Stefan Lekovic,SRB,DF,Villarreal,La Liga,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,30,1993,22.2,0,5,0,0.0,0.22,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,1995,1.8,0,2,0,0.0,1.10,0.00,0.00,,23.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Mario Lemina,GAB,MF,Wolves,Premier League,29,1993,33.0,4,48,18,37.5,1.46,0.55,0.08,0.22,16.6,0,0,0,4.6,4.6,0.10,-0.6,-0.6
Álvaro Lemos,ESP,DF,Las Palmas,La Liga,30,1993,2.8,0,1,0,0.0,0.36,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Ruben Lendinez,ESP,DF,Valencia,La Liga,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Clément Lenglet,FRA,DF,Aston Villa,Premier League,28,1995,12.8,0,8,2,25.0,0.62,0.16,0.00,0.00,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9
Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Lenz,GER,"DF,MF",RB Leipzig,Bundesliga,28,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,2.8,0,4,2,50.0,1.42,0.71,0.00,0.00,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,28,1994,26.7,1,34,9,26.5,1.27,0.34,0.03,0.11,19.7,0,0,0,2.7,2.7,0.08,-1.7,-1.7
Léo Leroy,FRA,MF,Montpellier,Ligue 1,23,2000,5.5,0,7,1,14.3,1.26,0.18,0.00,0.00,21.3,0,0,0,0.8,0.8,0.12,-0.8,-0.8
Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,30.6,19,90,37,41.1,2.95,1.21,0.17,0.41,13.9,3,4,4,18.1,15.0,0.17,+0.9,0.0
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,22,2001,16.9,4,44,22,50.0,2.60,1.30,0.09,0.18,15.9,0,0,0,6.1,6.1,0.14,-2.1,-2.1
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18,2004,9.0,2,5,4,80.0,0.56,0.44,0.40,0.50,15.5,0,0,0,0.6,0.6,0.13,+1.4,+1.4
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,22,2001,16.0,3,43,20,46.5,2.69,1.25,0.07,0.15,12.8,0,0,0,6.3,6.3,0.15,-3.3,-3.3
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,27,1996,14.1,1,7,3,42.9,0.50,0.21,0.14,0.33,9.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,15.4,2,14,6,42.9,0.91,0.39,0.14,0.33,9.7,0,0,0,1.7,1.7,0.12,+0.3,+0.3
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,29,1994,14.8,1,6,4,66.7,0.41,0.27,0.17,0.25,10.4,0,0,0,0.8,0.8,0.13,+0.2,+0.2
Jesper Lindstrøm,DEN,"FW,MF",Napoli,Serie A,23,2000,4.8,0,14,2,14.3,2.93,0.42,0.00,0.00,21.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,0,1,0,0.0,1.08,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.19,-0.2,-0.2
Karol Linetty,POL,MF,Torino,Serie A,28,1995,20.6,0,16,1,6.3,0.78,0.05,0.00,0.00,25.4,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,16.6,0,0,0,5.6,5.6,0.10,-1.6,-1.6
Luca Lipani,ITA,MF,Sassuolo,Serie A,18,2005,4.3,0,3,1,33.3,0.70,0.23,0.00,0.00,13.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pol Lirola,ESP,DF,Frosinone,Serie A,25,1997,17.1,2,9,3,33.3,0.53,0.18,0.22,0.67,19.0,0,0,0,1.3,1.3,0.15,+0.7,+0.7
Marcin Listkowski,POL,FW,Lecce,Serie A,25,1998,0.1,0,1,0,0.0,11.25,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,20,2002,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,12.9,0,0,0,0.4,0.4,0.09,+0.6,+0.6
Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,25,1997,22.8,0,38,9,23.7,1.67,0.40,0.00,0.00,21.8,0,0,0,1.9,1.9,0.05,-1.9,-1.9
Javier Llabrés,ESP,"MF,FW",Mallorca,La Liga,20,2002,2.7,1,9,4,44.4,3.28,1.46,0.11,0.25,19.9,0,0,0,0.7,0.7,0.08,+0.3,+0.3
Diego Llorente,ESP,DF,Roma,Serie A,29,1993,24.1,1,9,4,44.4,0.37,0.17,0.11,0.25,19.8,1,0,0,0.3,0.3,0.04,+0.7,+0.7
Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28,1995,28.5,6,30,19,63.3,1.05,0.67,0.20,0.32,15.4,0,0,0,4.1,4.1,0.14,+1.9,+1.9
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,28,1995,30.9,2,16,4,25.0,0.52,0.13,0.13,0.50,8.4,0,0,0,2.1,2.1,0.13,-0.1,-0.1
Abou Lô,SEN,"MF,DF",Metz,Ligue 1,23,2000,2.2,0,1,0,0.0,0.46,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,27,1996,5.6,2,13,6,46.2,2.31,1.07,0.15,0.33,21.7,0,0,0,0.6,0.6,0.04,+1.4,+1.4
Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,36.5,0,14,4,28.6,0.38,0.11,0.00,0.00,26.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Manuel Locatelli,ITA,MF,Juventus,Serie A,25,1998,33.4,1,24,3,12.5,0.72,0.09,0.04,0.33,22.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3
Bradley Locko,FRA,DF,Brest,Ligue 1,21,2002,32.9,0,12,2,16.7,0.36,0.06,0.00,0.00,26.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3
Tom Lockyer,WAL,DF,Luton Town,Premier League,28,1994,13.0,1,7,1,14.3,0.54,0.08,0.14,1.00,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1
Renan Lodi,BRA,DF,Marseille,Ligue 1,25,1998,13.7,0,6,2,33.3,0.44,0.15,0.00,0.00,22.5,3,0,0,0.3,0.3,0.05,-0.3,-0.3
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27,1996,23.0,6,40,14,35.0,1.74,0.61,0.15,0.43,16.6,0,0,0,3.7,3.7,0.09,+2.3,+2.3
Andy Logbo,FRA,FW,Le Havre,Ligue 1,19,2004,2.8,0,4,0,0.0,1.45,0.00,0.00,,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,22,2000,19.9,0,16,6,37.5,0.80,0.30,0.00,0.00,23.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,30.5,6,41,15,36.6,1.34,0.49,0.15,0.40,14.5,0,0,0,6.6,6.6,0.16,-0.6,-0.6
Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25,1997,21.0,11,67,24,35.8,3.18,1.14,0.16,0.46,14.3,0,0,0,9.1,9.1,0.14,+1.9,+1.9
Noah Loosli,SUI,DF,Bochum,Bundesliga,26,1997,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David López,ESP,DF,Girona,La Liga,33,1989,21.8,3,16,5,31.3,0.73,0.23,0.19,0.60,15.0,0,0,0,2.1,1.9,0.12,+0.9,+1.1
Diego López,ESP,"MF,FW",Valencia,La Liga,21,2002,29.5,3,41,15,36.6,1.39,0.51,0.07,0.20,15.4,0,0,0,3.7,3.7,0.09,-0.7,-0.7
Fermin López,ESP,"MF,FW",Barcelona,La Liga,20,2003,16.1,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0,0,0,7.5,7.5,0.15,+0.5,+0.5
Javi López,ESP,DF,Alavés,La Liga,21,2002,26.5,1,18,3,16.7,0.68,0.11,0.06,0.33,17.4,0,0,0,0.9,0.9,0.05,+0.1,+0.1
Maxime Lopez,FRA,MF,Fiorentina,Serie A,25,1997,8.9,0,4,2,50.0,0.45,0.23,0.00,0.00,20.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pau López,ESP,GK,Marseille,Ligue 1,28,1994,32.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Unai López,ESP,MF,Rayo Vallecano,La Liga,27,1995,23.4,1,32,5,15.6,1.37,0.21,0.03,0.20,28.0,3,0,0,1.1,1.1,0.04,-0.1,-0.1
Dion Lopy,SEN,MF,Almería,La Liga,21,2002,21.3,0,23,8,34.8,1.08,0.38,0.00,0.00,26.2,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Anthony Losilla,FRA,MF,Bochum,Bundesliga,37,1986,28.6,1,28,6,21.4,0.98,0.21,0.04,0.17,18.0,0,0,0,2.3,2.3,0.08,-1.3,-1.3
Jordan Lotomba,SUI,DF,Nice,Ligue 1,24,1998,20.0,1,11,2,18.2,0.55,0.10,0.09,0.50,15.5,0,0,0,0.9,0.9,0.08,+0.1,+0.1
Tom Louchet,FRA,"MF,DF",Nice,Ligue 1,20,2003,4.5,1,2,1,50.0,0.44,0.22,0.50,1.00,11.4,0,0,0,1.0,1.0,0.51,0.0,0.0
Imran Louza,MAR,MF,Lorient,Ligue 1,24,1999,9.6,1,22,5,22.7,2.29,0.52,0.05,0.20,23.2,2,0,0,1.1,1.1,0.05,-0.1,-0.1
Matteo Lovato,ITA,DF,Torino,Serie A,23,2000,6.0,0,1,0,0.0,0.17,0.00,0.00,,12.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Matteo Lovato,ITA,DF,Salernitana,Serie A,23,2000,10.5,0,1,0,0.0,0.10,0.00,0.00,,10.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Dejan Lovren,CRO,DF,Lyon,Ligue 1,34,1989,8.0,0,6,4,66.7,0.75,0.50,0.00,0.00,12.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Sandi Lovrić,SVN,MF,Udinese,Serie A,25,1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,3.5,3.5,0.08,-2.5,-2.5
Max Lowe,ENG,"DF,MF",Sheffield Utd,Premier League,26,1997,5.6,0,2,0,0.0,0.36,0.00,0.00,,10.4,0,0,0,0.6,0.6,0.29,-0.6,-0.6
Anthony Lozano,HON,"MF,FW",Getafe,La Liga,30,1993,1.0,0,4,0,0.0,3.91,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Anthony Lozano,HON,FW,Almería,La Liga,30,1993,8.6,3,23,9,39.1,2.68,1.05,0.13,0.33,13.3,0,0,0,3.3,3.3,0.14,-0.3,-0.3
Lucas,BRA,DF,Cádiz,La Liga,22,2001,17.1,1,11,4,36.4,0.64,0.23,0.09,0.25,21.5,3,0,0,0.8,0.8,0.07,+0.2,+0.2
Lorenzo Lucca,ITA,FW,Udinese,Serie A,22,2000,28.8,8,61,25,41.0,2.12,0.87,0.13,0.32,12.9,1,0,0,7.8,7.8,0.13,+0.2,+0.2
Jhon Lucumí,COL,DF,Bologna,Serie A,25,1998,24.6,0,11,2,18.2,0.45,0.08,0.00,0.00,16.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
José Luis Gayà,ESP,DF,Valencia,La Liga,28,1995,19.9,1,10,1,10.0,0.50,0.05,0.10,1.00,20.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5
José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,36,1987,11.6,7,26,12,46.2,2.23,1.03,0.27,0.58,13.3,0,0,0,5.6,5.6,0.21,+1.4,+1.4
José Luis Palomino,ARG,DF,Atalanta,Serie A,33,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,25,1998,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,+2.1,+1.2
Romelu Lukaku,BEL,FW,Roma,Serie A,30,1993,29.3,13,64,27,42.2,2.18,0.92,0.20,0.48,14.1,0,0,1,9.8,9.0,0.14,+3.2,+4.0
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20,2002,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,10.6,0,0,0,0.8,0.8,0.11,+0.2,+0.2
Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,25,1997,12.5,5,42,17,40.5,3.36,1.36,0.12,0.29,14.4,1,0,0,5.6,5.6,0.13,-0.6,-0.6
Saša Lukić,SRB,MF,Fulham,Premier League,26,1996,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6
Karlo Lulić,CRO,MF,Frosinone,Serie A,27,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,1996,37.8,1,19,3,15.8,0.50,0.08,0.05,0.33,15.1,0,0,0,1.7,1.7,0.09,-0.7,-0.7
Mateus Lusuardi,BRA,DF,Frosinone,Serie A,19,2004,2.4,0,1,0,0.0,0.41,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Andreas Luthe,GER,GK,Bochum,Bundesliga,36,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,21,2002,21.6,4,51,16,31.4,2.36,0.74,0.08,0.25,17.3,0,0,0,4.0,4.0,0.08,0.0,0.0
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,29,1993,10.0,2,15,4,26.7,1.49,0.40,0.13,0.50,21.9,4,0,0,1.3,1.3,0.08,+0.7,+0.7
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,24,1999,20.0,0,12,2,16.7,0.60,0.10,0.00,0.00,25.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Joshua M'Bahia,CIV,MF,Clermont Foot,Ligue 1,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Othmane Maamma,FRA,FW,Montpellier,Ligue 1,17,2005,1.0,1,3,1,33.3,3.07,1.02,0.33,1.00,14.6,0,0,0,0.3,0.3,0.09,+0.7,+0.7
Ian Maatsen,NED,"FW,MF",Chelsea,Premier League,21,2002,2.3,0,5,0,0.0,2.15,0.00,0.00,,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8
Ian Maatsen,NED,DF,Dortmund,Bundesliga,21,2002,14.0,2,11,4,36.4,0.78,0.28,0.18,0.50,19.5,0,0,0,0.9,0.9,0.08,+1.1,+1.1
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,24,1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.50,23.3,2,1,1,3.7,2.9,0.07,+1.3,+1.1
Deiver Machado,COL,DF,Lens,Ligue 1,29,1993,12.5,4,16,8,50.0,1.28,0.64,0.25,0.50,18.2,1,0,0,1.7,1.7,0.10,+2.3,+2.3
Darwin Machís,VEN,MF,Cádiz,La Liga,30,1993,8.7,4,20,9,45.0,2.29,1.03,0.15,0.33,24.2,1,1,1,1.4,0.6,0.03,+2.6,+2.4
James Maddison,ENG,MF,Tottenham,Premier League,26,1996,23.7,4,58,23,39.7,2.44,0.97,0.07,0.17,19.2,3,0,0,6.4,6.4,0.11,-2.4,-2.4
Noni Madueke,ENG,FW,Chelsea,Premier League,21,2002,11.7,5,31,12,38.7,2.65,1.03,0.13,0.33,19.0,0,1,1,2.5,1.7,0.05,+2.5,+2.3
Pablo Maffeo,ESP,DF,Mallorca,La Liga,26,1997,16.2,1,11,4,36.4,0.68,0.25,0.09,0.25,23.3,0,0,0,0.8,0.8,0.07,+0.2,+0.2
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,25,1997,33.8,4,31,10,32.3,0.92,0.30,0.13,0.40,7.9,0,0,0,4.3,4.3,0.14,-0.3,-0.3
Soungoutou Magassa,FRA,"DF,MF",Monaco,Ligue 1,19,2003,15.0,0,8,2,25.0,0.53,0.13,0.00,0.00,19.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Giulio Maggiore,ITA,MF,Salernitana,Serie A,25,1998,20.0,4,23,10,43.5,1.15,0.50,0.17,0.40,14.2,0,0,0,2.3,2.3,0.10,+1.7,+1.7
Matej Maglica,CRO,DF,Darmstadt 98,Bundesliga,24,1998,18.9,1,10,2,20.0,0.53,0.11,0.10,0.50,20.8,1,0,0,0.6,0.6,0.06,+0.4,+0.4
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.00,0.00,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Hugo Magnetti,FRA,MF,Brest,Ligue 1,25,1998,26.0,2,36,10,27.8,1.38,0.38,0.06,0.20,23.9,0,0,0,2.4,2.4,0.07,-0.4,-0.4
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,26,1997,18.7,1,14,5,35.7,0.75,0.27,0.07,0.20,14.2,0,0,0,1.6,1.6,0.12,-0.6,-0.6
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,23,1999,16.0,5,41,14,34.1,2.57,0.88,0.12,0.36,16.3,0,0,0,3.1,3.1,0.07,+1.9,+1.9
Harry Maguire,ENG,DF,Manchester Utd,Premier League,30,1993,18.4,2,20,3,15.0,1.09,0.16,0.10,0.67,11.5,0,0,0,2.0,2.0,0.10,0.0,0.0
Jon Magunacelaya,ESP,"FW,MF",Real Sociedad,La Liga,23,2000,1.3,0,4,0,0.0,2.98,0.00,0.00,,15.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Adel Mahamoud,COM,FW,Nantes,Ligue 1,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arne Maier,GER,MF,Augsburg,Bundesliga,24,1999,11.1,2,22,5,22.7,1.97,0.45,0.09,0.40,22.2,3,0,0,1.5,1.5,0.07,+0.5,+0.5
Habib Maïga,CIV,"MF,FW",Metz,Ligue 1,27,1996,1.6,0,2,0,0.0,1.22,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Mike Maignan,FRA,GK,Milan,Serie A,28,1995,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Linton Maina,GER,"FW,MF",Köln,Bundesliga,24,1999,21.1,1,33,11,33.3,1.56,0.52,0.03,0.09,19.8,0,0,0,1.9,1.9,0.06,-0.9,-0.9
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,28,1994,34.0,2,29,6,20.7,0.85,0.18,0.07,0.33,9.4,0,0,0,3.2,3.2,0.11,-1.2,-1.2
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,18,2005,21.4,3,11,5,45.5,0.51,0.23,0.27,0.60,21.1,0,0,0,0.9,0.9,0.08,+2.1,+2.1
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,25,1997,15.9,1,17,5,29.4,1.07,0.31,0.00,0.00,13.9,0,1,1,3.0,2.2,0.16,-2.0,-2.2
Radosław Majecki,POL,GK,Monaco,Ligue 1,23,1999,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lovro Majer,CRO,MF,Rennes,Ligue 1,25,1998,0.2,0,1,0,0.0,5.63,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Lovro Majer,CRO,"MF,FW",Wolfsburg,Bundesliga,25,1998,23.4,5,35,10,28.6,1.50,0.43,0.09,0.30,21.1,2,2,2,5.4,3.8,0.11,-0.4,-0.8
Jean-Victor Makengo,FRA,"MF,FW",Lorient,Ligue 1,25,1998,5.3,0,5,2,40.0,0.94,0.38,0.00,0.00,25.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,21,2001,11.4,0,3,0,0.0,0.26,0.00,0.00,,16.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,25,1998,30.0,1,8,2,25.0,0.27,0.07,0.13,0.50,21.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3
Nemanja Maksimović,SRB,MF,Getafe,La Liga,28,1995,36.3,4,34,15,44.1,0.94,0.41,0.12,0.27,11.7,0,0,0,5.5,5.5,0.16,-1.5,-1.5
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,22,2001,6.7,1,3,1,33.3,0.45,0.15,0.33,1.00,19.3,0,0,0,1.0,1.0,0.33,0.0,0.0
Daniel Maldini,ITA,"MF,FW",Monza,Serie A,21,2001,3.7,4,12,5,41.7,3.24,1.35,0.33,0.80,20.0,1,0,0,1.3,1.3,0.11,+2.7,+2.7
Daniel Maldini,ITA,"FW,MF",Empoli,Serie A,21,2001,2.9,0,9,2,22.2,3.08,0.68,0.00,0.00,26.4,2,0,0,0.3,0.3,0.03,-0.3,-0.3
Youssef Maleh,MAR,MF,Empoli,Serie A,24,1998,28.9,0,18,2,11.1,0.62,0.07,0.00,0.00,20.1,2,0,0,1.6,1.6,0.09,-1.6,-1.6
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,24,1999,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,+3.5,+3.5
Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,30,1993,17.2,4,39,13,33.3,2.27,0.76,0.10,0.31,29.6,10,0,0,1.1,1.1,0.03,+2.9,+2.9
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,23,1999,25.4,1,14,3,21.4,0.55,0.12,0.07,0.33,16.2,0,0,0,0.8,0.8,0.05,+0.2,+0.2
Aaron Malouda,FRA,FW,Lille,Ligue 1,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,36.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Mamutovic,GER,"FW,DF",Mainz 05,Bundesliga,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Wilson Manafá,POR,"DF,MF",Granada,La Liga,29,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,29.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Hianga Mananga Mbock,FRA,"MF,FW",Brest,Ligue 1,23,1999,0.1,0,1,0,0.0,10.00,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Gianluca Mancini,ITA,DF,Roma,Serie A,27,1996,31.9,4,19,7,36.8,0.60,0.22,0.21,0.57,12.2,0,0,0,1.9,1.9,0.10,+2.1,+2.1
Marco Mancosu,ITA,"MF,FW",Cagliari,Serie A,34,1988,1.7,0,6,0,0.0,3.46,0.00,0.00,,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5
