Player,Pos,Squad,Age,Club,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Djibril Sow,MF,Switzerland,25,Eint Frankfurt,1997,4,4,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,10,12,12,0.00,0.34,0.34,0.00,0.34,0.06,0.06,0.12,0.06,0.12
Josip Stanišić,DF,Croatia,22,Bayern Munich,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Renato Steffen,FW,Switzerland,30,Lugano,1991,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raheem Sterling,FW,England,27,Chelsea,1994,3,2,149,1.7,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,2,6,12,0.60,0.60,1.21,0.60,1.21,0.22,0.09,0.31,0.22,0.31
John Stones,DF,England,28,Manchester City,1994,5,5,434,4.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,25,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08
Luis Suárez,FW,Uruguay,35,Nacional,1987,3,2,146,1.6,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,2,2,5,0.00,0.62,0.62,0.00,0.62,0.26,0.04,0.29,0.26,0.29
Niklas Süle,DF,Germany,26,Dortmund,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,29,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Kamaldeen Sulemana,FW,Ghana,20,Rennes,2002,2,0,58,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,1,6,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Josip Šutalo,DF,Croatia,22,Dinamo Zagreb,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Karol Świderski,FW,Poland,25,Charlotte,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wojciech Szczęsny,GK,Poland,32,Juventus,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Damian Szymański,MF,Poland,26,AEK Athens,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sebastian Szymański,MF,Poland,23,Feyenoord,1999,2,2,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dušan Tadić,"MF,FW",Serbia,33,Ajax,1988,3,3,257,2.9,0,2,2,0,0,0,0,0,0.1,0.1,0.7,0.8,12,14,20,0.00,0.70,0.70,0.00,0.70,0.03,0.25,0.28,0.03,0.28
Nicolás Tagliafico,DF,Argentina,29,Lyon,1992,6,3,373,4.1,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,6,8,20,0.00,0.00,0.00,0.00,0.00,0.26,0.05,0.31,0.26,0.31
Montassar Talbi,DF,Tunisia,24,Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hassan Al Tambakti,DF,Saudi Arabia,23,Al-Shabab,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ao Tanaka,MF,Japan,23,Düsseldorf,1998,3,2,171,1.9,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.0,1,8,7,0.53,0.00,0.53,0.53,0.53,0.55,0.05,0.60,0.55,0.60
Shogo Taniguchi,DF,Japan,30,Kawa Frontale,1991,2,2,210,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,5,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Mehdi Taremi,FW,IR Iran,29,Porto,1992,3,3,270,3.0,2,1,3,1,1,1,0,0,1.3,0.6,0.7,1.2,7,9,18,0.67,0.33,1.00,0.33,0.67,0.45,0.22,0.67,0.18,0.40
Kenneth Taylor,MF,Netherlands,20,Ajax,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aurélien Tchouaméni,MF,France,22,Real Madrid,2000,7,7,621,6.9,1,0,1,1,0,0,1,0,0.3,0.3,1.0,1.4,8,50,6,0.14,0.00,0.14,0.14,0.14,0.05,0.16,0.21,0.05,0.21
Yeltsin Tejeda,MF,Costa Rica,30,Herediano,1992,3,3,269,3.0,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,0,9,1,0.33,0.33,0.67,0.33,0.67,0.14,0.02,0.17,0.14,0.17
Alex Telles,DF,Brazil,29,Sevilla,1992,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sorba Thomas,MF,Wales,22,Huddersfield,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcus Thuram,"FW,MF",France,24,Gladbach,1997,5,0,151,1.7,0,2,2,0,0,0,1,0,0.2,0.2,0.3,0.5,8,6,9,0.00,1.19,1.19,0.00,1.19,0.16,0.19,0.35,0.16,0.35
Youri Tielemans,MF,Belgium,25,Leicester City,1997,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Jurriën Timber,DF,Netherlands,20,Ajax,2001,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13,24,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Karl Toko Ekambi,"FW,MF",Cameroon,29,Lyon,1992,3,2,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,7,2,8,0.00,0.00,0.00,0.00,0.00,0.10,0.14,0.24,0.10,0.24
Nouhou Tolo,DF,Cameroon,24,Seattle Sounders FC,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Takehiro Tomiyasu,"DF,MF",Japan,23,Arsenal,1998,3,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Mehdi Torabi,MF,IR Iran,27,Persepolis,1994,3,0,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,2,6,2,0.00,0.00,0.00,0.00,0.00,0.18,0.82,1.00,0.18,1.00
Félix Torres Caicedo,DF,Ecuador,25,Santos,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.6,0,2,0,0.00,0.33,0.33,0.00,0.33,0.04,0.15,0.19,0.04,0.19
Ferrán Torres,FW,Spain,22,Barcelona,2000,4,3,217,2.4,2,0,2,1,1,1,0,0,1.0,0.2,0.2,0.4,3,7,32,0.83,0.00,0.83,0.41,0.41,0.42,0.07,0.50,0.10,0.17
Gerson Torres,MF,Costa Rica,24,Herediano,1997,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Pau Torres,DF,Spain,25,Villarreal,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kieran Trippier,DF,England,31,Newcastle Utd,1990,3,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,17,8,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Leandro Trossard,"FW,MF",Belgium,27,Brighton,1994,3,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,9,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Matt Turner,GK,United States,27,Arsenal,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ayase Ueda,FW,Japan,23,Cercle Brugge,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Hwang Ui-jo,"FW,MF",Korea Republic,29,Olympiacos,1992,4,1,106,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,3,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40
Dayot Upamecano,DF,France,23,Bayern Munich,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,26,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Enner Valencia,"FW,MF",Ecuador,32,Fenerbahçe,1989,3,3,255,2.8,3,0,3,2,1,1,0,0,2.3,1.5,0.3,1.8,0,1,15,1.06,0.00,1.06,0.71,0.71,0.80,0.10,0.90,0.52,0.62
Federico Valverde,MF,Uruguay,23,Real Madrid,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7,29,4,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20
Virgil van Dijk,DF,Netherlands,30,Liverpool,1991,5,5,480,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,18,0,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Raphaël Varane,DF,France,29,Manchester Utd,1993,6,6,518,5.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,8,7,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Guillermo Varela,DF,Uruguay,29,Flamengo,1993,3,2,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Ruben Vargas,FW,Switzerland,23,Augsburg,1998,4,4,285,3.2,0,1,1,0,0,0,1,0,0.3,0.3,0.6,0.9,15,8,34,0.00,0.32,0.32,0.00,0.32,0.11,0.19,0.30,0.11,0.30
Matías Vecino,MF,Uruguay,30,Lazio,1991,3,2,195,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Alexis Vega,FW,Mexico,24,Guadalajara,1997,3,3,193,2.1,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,2,6,13,0.00,0.00,0.00,0.00,0.00,0.39,0.06,0.44,0.39,0.44
Miloš Veljković,DF,Serbia,26,Werder Bremen,1995,3,3,221,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Johan Venegas,"FW,MF",Costa Rica,33,Alajuelense,1988,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordan Veretout,MF,France,29,Marseille,1993,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jan Vertonghen,DF,Belgium,35,Anderlecht,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,8,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Matías Viña,DF,Uruguay,24,Roma,1997,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vitinha,MF,Portugal,22,Paris S-G,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,14,7,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Steven Vitória,DF,Canada,35,Chaves,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dušan Vlahović,FW,Serbia,22,Juventus,2000,2,1,79,0.9,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,1,3,1.14,0.00,1.14,1.14,1.14,0.92,0.00,0.92,0.92,0.92
Nikola Vlašić,"FW,MF",Croatia,24,Torino,1997,6,1,209,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,4,4,18,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
Mohammed Waad,"MF,DF",Qatar,22,Al Sadd,1999,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kyle Walker,DF,England,32,Manchester City,1990,3,3,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,18,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Danny Ward,GK,Wales,28,Leicester City,1993,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kendall Waston,DF,Costa Rica,34,Saprissa,1988,3,2,225,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Timothy Weah,FW,United States,22,Lille,2000,4,4,316,3.5,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.1,5,5,27,0.28,0.00,0.28,0.28,0.28,0.18,0.12,0.31,0.18,0.31
Wout Weghorst,FW,Netherlands,29,Beşiktaş,1992,4,0,64,0.7,2,0,2,2,0,0,1,0,0.2,0.2,0.0,0.2,0,3,1,2.81,0.00,2.81,2.81,2.81,0.52,0.08,0.60,0.52,0.60
Wéverton,GK,Brazil,34,Palmeiras,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Silvan Widmer,DF,Switzerland,29,Mainz 05,1993,3,3,265,2.9,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,5,14,15,0.00,0.34,0.34,0.00,0.34,0.01,0.29,0.30,0.01,0.30
Iñaki Williams,FW,Ghana,27,Athletic Club,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,1,7,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17
Neco Williams,DF,Wales,21,Nott'ham Forest,2001,3,3,204,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,11,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Nico Williams,FW,Spain,19,Athletic Club,2002,4,1,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,4,25,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Callum Wilson,FW,England,30,Newcastle Utd,1992,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,2,3,6,0.00,1.87,1.87,0.00,1.87,0.00,1.70,1.70,0.00,1.70
Harry Wilson,"MF,FW",Wales,25,Fulham,1997,3,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,2,3,6,0.00,0.00,0.00,0.00,0.00,0.05,0.28,0.33,0.05,0.33
Roan Wilson,MF,Costa Rica,20,Municipal Grecia,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Axel Witsel,MF,Belgium,33,Atlético Madrid,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,16,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02
Jeong Woo-yeong,MF,Korea Republic,22,Freiburg,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Jung Woo-young,MF,Korea Republic,32,Al Sadd,1989,4,4,303,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,1,24,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Christopher Wooh,DF,Cameroon,20,Rennes,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
David Wotherspoon,MF,Canada,32,St Johnstone,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bailey Wright,DF,Australia,29,Sunderland,1992,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Haji Wright,FW,United States,24,Antalyaspor,1998,4,1,137,1.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,4,2,7,0.66,0.00,0.66,0.66,0.66,0.35,0.02,0.37,0.35,0.37
Granit Xhaka,MF,Switzerland,29,Arsenal,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,9,30,4,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Miki Yamane,"DF,MF",Japan,28,Kawa Frontale,1993,1,1,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Jawad El Yamiq,DF,Morocco,30,Valladolid,1992,6,3,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Taha Yassine Khenissi,FW,Tunisia,30,Kuwait SC,1992,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.45,0.51,0.06,0.51
DeAndre Yedlin,DF,United States,28,Inter Miami,1993,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maya Yoshida,DF,Japan,33,Schalke 04,1988,4,4,390,4.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,7,0,0.00,0.23,0.23,0.00,0.23,0.00,0.09,0.09,0.00,0.09
Kim Young-gwon,DF,Korea Republic,32,Ulsan Hyundai,1990,4,4,350,3.9,1,0,1,1,0,0,1,0,0.8,0.8,0.2,0.9,1,19,0,0.26,0.00,0.26,0.26,0.26,0.19,0.05,0.24,0.19,0.24
Cho Yumin,FW,Korea Republic,25,Daejeon Citizen FC,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Denis Zakaria,MF,Switzerland,25,Chelsea,1996,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Nicola Zalewski,MF,Poland,20,Roma,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andre-Frank Zambo Anguissa,MF,Cameroon,26,Napoli,1995,3,3,260,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,5,11,9,0.00,0.35,0.35,0.00,0.35,0.02,0.00,0.02,0.02,0.02
Álvaro Zamora,MF,Costa Rica,20,Saprissa,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anass Zaroury,FW,Morocco,21,Burnley,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piotr Zieliński,"MF,FW",Poland,28,Napoli,1994,4,4,328,3.6,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,9,20,4,0.27,0.00,0.27,0.27,0.27,0.16,0.11,0.26,0.16,0.26
Walker Zimmerman,DF,United States,29,Nashville SC,1993,4,3,279,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Andrija Živković,DF,Serbia,25,PAOK,1996,3,3,210,2.3,0,2,2,0,0,0,0,0,0.1,0.1,1.1,1.2,10,9,13,0.00,0.86,0.86,0.00,0.86,0.03,0.48,0.50,0.03,0.50
Hakim Ziyech,FW,Morocco,29,Chelsea,1993,7,7,635,7.1,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.1,20,28,31,0.14,0.14,0.28,0.14,0.28,0.06,0.10,0.16,0.06,0.16
Filip Đuričić,"MF,FW",Serbia,30,Sampdoria,1992,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23
