Player,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Daniel Vivian,DF,Spain,24,1999,1.4,2,2,2,0,0,2,3,66.7,1,1,1,0,1,3,10,0
Dušan Vlahović,"MF,FW",Serbia,24,2000,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Stefan de Vrij,DF,Netherlands,31,1992,6.0,12,7,7,4,1,8,10,80.0,2,6,2,4,2,14,20,0
Kyle Walker,DF,England,33,1990,7.7,7,4,3,3,1,4,7,57.1,3,7,1,6,6,13,7,0
Ollie Watkins,FW,England,28,1995,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Wout Weghorst,FW,Netherlands,31,1992,1.5,2,1,1,1,0,1,1,100.0,0,2,1,1,0,2,2,0
Andreas Weimann,FW,Austria,32,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,30,1993,3.3,2,1,1,1,0,1,1,100.0,0,3,1,2,2,4,11,0
Georginio Wijnaldum,MF,Netherlands,33,1990,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nico Williams,FW,Spain,21,2002,5.5,3,2,0,1,2,1,5,20.0,4,5,0,5,0,3,1,0
Patrick Wimmer,"FW,MF",Austria,22,2001,1.5,2,2,0,2,0,1,5,20.0,4,4,0,4,0,2,1,0
Jonas Wind,FW,Denmark,24,1999,2.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Florian Wirtz,"FW,MF",Germany,20,2003,3.1,3,3,0,2,1,1,3,33.3,2,3,0,3,1,4,1,0
Maximilian Wöber,DF,Austria,25,1998,1.9,4,3,2,2,0,2,3,66.7,1,3,2,1,4,8,6,0
Granit Xhaka,MF,Switzerland,31,1992,5.3,8,5,3,4,1,4,6,66.7,2,5,4,1,1,9,15,0
Lamine Yamal,FW,Spain,16,2007,5.6,11,6,5,4,2,5,9,55.6,4,6,0,6,3,14,2,0
Roman Yaremchuk,FW,Ukraine,28,1995,1.3,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,1,0
Andriy Yarmolenko,"FW,MF",Ukraine,34,1989,1.2,2,2,0,1,1,1,3,33.3,2,1,0,1,1,3,0,0
Yusuf Yazıcı,"MF,FW",Türkiye,27,1997,0.6,1,1,0,0,1,1,3,33.3,2,0,0,0,0,1,0,0
Kenan Yıldız,"FW,MF",Türkiye,18,2005,3.8,3,2,2,1,0,2,2,100.0,0,4,0,4,0,3,2,0
Okay Yokuşlu,"MF,DF",Türkiye,29,1994,0.6,2,1,1,1,0,0,1,0.0,1,2,0,2,2,4,4,0
İsmail Yüksek,MF,Türkiye,25,1999,1.7,6,2,2,3,1,3,5,60.0,2,2,1,1,1,7,4,0
Illia Zabarnyi,DF,Ukraine,21,2002,3.0,4,3,4,0,0,1,2,50.0,1,2,2,0,1,5,7,0
Mattia Zaccagni,"MF,FW",Italy,28,1995,0.9,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0
Denis Zakaria,MF,Switzerland,27,1996,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Nicola Zalewski,DF,Poland,22,2002,2.7,3,1,2,1,0,1,5,20.0,4,2,1,1,2,5,4,0
Piotr Zieliński,MF,Poland,29,1994,2.8,0,0,0,0,0,0,2,0.0,2,4,0,4,2,2,3,0
Oleksandr Zinchenko,DF,Ukraine,27,1996,2.4,6,5,4,1,1,4,8,50.0,4,4,1,3,1,7,4,0
Joshua Zirkzee,"FW,DF",Netherlands,22,2001,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Andrija Živković,DF,Serbia,27,1996,2.7,2,2,2,0,0,1,2,50.0,1,3,0,3,0,2,5,0
Budu Zivzivadze,"FW,MF",Georgia,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Steven Zuber,MF,Switzerland,32,1991,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Martín Zubimendi,MF,Spain,24,1999,1.6,8,5,3,3,2,4,6,66.7,2,1,1,0,0,8,0,0
Oleksandr Zubkov,FW,Ukraine,27,1996,0.3,1,0,1,0,0,0,3,0.0,3,1,0,1,0,1,1,0
