Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Youcef Belaïli,ALG,"MF,FW",Ajaccio,Ligue 1,30,1992,17,"1,150",68,33.6,12.8,15,74,2,2,21,0,0.88,12,23,-11,-0.86,+0.73,17.3,17.0,+0.3,+0.02,+0.74
Youcef Belaïli,ALG,"FW,MF",Brest,Ligue 1,30,1992,6,356,59,10.4,4.0,4,69,0,2,40,1,0.83,6,10,-4,-1.01,-0.83,4.5,7.2,-2.7,-0.68,-0.38
Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,38,"2,656",70,77.7,29.5,30,84,20,8,18,0,1.16,31,43,-12,-0.41,-0.64,30.3,45.1,-14.8,-0.50,-0.75
Yassin Belkhdim,FRA,MF,Angers,Ligue 1,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,30,"2,395",80,78.3,26.6,26,88,22,4,30,2,1.40,43,40,+3,+0.11,+0.65,36.8,41.9,-5.1,-0.19,0.00
Armel Bella Kotchap,GER,DF,Southampton,Premier League,20,2001,24,"1,879",78,54.9,20.9,24,78,18,0,,2,0.71,18,39,-21,-1.01,-0.07,20.1,35.2,-15.1,-0.72,-0.26
Raoul Bellanova,ITA,DF,Inter,Serie A,22,2000,18,496,28,14.5,5.5,3,73,0,15,18,20,2.00,10,8,+2,+0.36,-0.47,7.1,6.9,+0.3,+0.05,-0.92
Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,32,1990,8,85,11,2.8,0.9,1,45,0,7,6,8,1.50,0,1,-1,-1.06,-1.33,1.5,2.0,-0.5,-0.54,-0.81
Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,24,1998,30,"2,419",81,70.7,26.9,29,82,18,1,33,0,1.07,37,45,-8,-0.30,-0.30,33.3,38.6,-5.3,-0.20,-0.06
Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,3,143,48,4.2,1.6,1,90,1,2,27,8,3.00,4,0,+4,+2.52,+1.25,5.4,0.6,+4.7,+2.98,+1.95
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,31,"2,691",87,87.9,29.9,30,89,28,1,25,1,2.06,73,40,+33,+1.10,-0.36,60.1,39.0,+21.0,+0.70,-0.98
Vicente Bellmunt,ESP,GK,Getafe,La Liga,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Paul Bellon,FRA,MF,Lorient,Ligue 1,22,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,17,2005,8,506,63,14.8,5.6,6,81,2,2,12,20,2.63,16,3,+13,+2.31,+1.79,12.0,5.1,+6.9,+1.22,+0.90
Andrea Belotti,ITA,FW,Roma,Serie A,28,1993,31,"1,146",37,33.5,12.7,11,70,2,20,19,2,1.58,19,17,+2,+0.16,-0.24,21.9,10.0,+11.9,+0.94,+0.41
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,36,"2,855",79,83.5,31.7,33,84,22,3,28,0,1.17,35,44,-9,-0.28,-0.12,37.3,35.8,+1.5,+0.05,+0.73
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,Ligue 1,17,2005,19,"1,052",55,30.8,11.7,13,67,0,6,30,2,1.79,21,18,+3,+0.26,-0.09,16.6,12.3,+4.3,+0.37,+0.20
Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,1,4,4,0.1,0.0,0,,0,1,4,3,3.00,0,0,0,0.00,-0.71,0.4,0.0,+0.4,+6.60,+6.01
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,32,"2,114",66,61.8,23.5,28,72,9,4,23,4,1.53,48,38,+10,+0.43,+0.29,38.5,33.4,+5.1,+0.22,-0.05
Marco Benassi,ITA,DF,Fiorentina,Serie A,27,1994,2,93,47,2.7,1.0,1,70,0,1,23,2,1.50,2,2,0,0.00,-0.27,1.5,1.1,+0.4,+0.35,+0.04
Marco Benassi,ITA,MF,Cremonese,Serie A,27,1994,15,998,67,29.2,11.1,11,81,7,4,27,1,0.87,9,21,-12,-1.08,-0.30,10.1,17.0,-6.8,-0.62,+0.15
Iker Benito,ESP,"FW,MF",Osasuna,La Liga,19,2002,4,176,44,5.1,2.0,2,72,0,2,17,5,2.25,2,0,+2,+1.02,+1.22,0.9,3.2,-2.3,-1.18,-1.08
Filip Benković,CRO,DF,Udinese,Serie A,25,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ismaël Bennacer,ALG,MF,Milan,Serie A,24,1997,28,"2,007",72,58.7,22.3,24,79,13,4,26,1,1.82,38,21,+17,+0.76,+0.51,34.8,23.1,+11.7,+0.52,+0.14
Rhys Bennett,ENG,DF,Manchester Utd,Premier League,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,26,1995,35,"2,069",59,60.5,23.0,22,77,8,13,28,3,0.89,25,32,-7,-0.30,+0.10,32.3,32.7,-0.5,-0.02,+0.20
Ramy Bensebaini,ALG,DF,Gladbach,Bundesliga,27,1995,28,"2,481",89,81.1,27.6,28,89,22,0,,0,1.43,44,39,+5,+0.18,+1.42,42.2,39.0,+3.2,+0.12,+0.82
Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,30,"2,489",83,72.8,27.7,29,85,23,1,15,0,0.43,24,64,-40,-1.45,-0.67,26.8,47.4,-20.5,-0.74,-0.72
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,18,"1,500",83,43.9,16.7,17,86,10,1,33,0,1.89,33,24,+9,+0.54,+0.63,26.4,19.6,+6.8,+0.41,+0.38
Daniel Bentley,ENG,GK,Wolves,Premier League,29,1993,2,180,90,5.3,2.0,2,90,2,0,,16,0.50,1,3,-2,-1.00,-0.31,1.9,5.1,-3.2,-1.62,-1.07
