Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Yassine Kechta,MAR,"MF,FW",Le Havre,Ligue 1,22-257,2002,7.6,0,11,5,45.5,1.45,0.66,0.00,0.00,27.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Thilo Kehrer,GER,DF,Monaco,Ligue 1,28-048,1996,8.0,2,4,4,100.0,0.50,0.50,0.50,0.50,7.3,0,0,0,0.3,0.3,0.09,+1.7,+1.7
Abdoulaye Keita,ESP,MF,Getafe,La Liga,22-068,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mandela Keita,BEL,MF,Parma,Serie A,22-182,2002,1.8,0,1,0,0.0,0.54,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Andu Kelati,GER,MF,Holstein Kiel,Bundesliga,22-087,2002,1.1,0,3,0,0.0,2.73,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,25-351,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lloyd Kelly,ENG,DF,Newcastle Utd,Premier League,26-033,1998,2.3,0,1,0,0.0,0.43,0.00,0.00,,5.9,0,0,0,0.2,0.2,0.19,-0.2,-0.2
Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,20-098,2004,3.3,1,4,1,25.0,1.22,0.31,0.25,1.00,13.3,0,0,0,0.5,0.5,0.12,+0.5,+0.5
Marc-Oliver Kempf,GER,DF,Como,Serie A,29-285,1995,10.0,0,8,1,12.5,0.80,0.10,0.00,0.00,13.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Kenedy,BRA,"MF,FW",Valladolid,La Liga,28-274,1996,0.1,0,1,0,0.0,10.00,0.00,0.00,,7.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Luca Kerber,GER,"MF,DF",Heidenheim,Bundesliga,22-243,2002,1.0,0,2,1,50.0,1.98,0.99,0.00,0.00,12.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Milos Kerkez,HUN,DF,Bournemouth,Premier League,21-001,2003,9.3,0,7,0,0.0,0.75,0.00,0.00,,24.4,0,0,0,0.2,0.1,0.02,-0.2,-0.1
Reda Khadra,GER,"MF,FW",Reims,Ligue 1,23-127,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bilal El Khannouss,MAR,"MF,FW",Leicester City,Premier League,20-182,2004,2.0,0,2,0,0.0,0.99,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Wahbi Khazri,TUN,"FW,MF",Montpellier,Ligue 1,33-274,1991,3.8,0,11,2,18.2,2.89,0.52,0.00,0.00,22.7,1,0,0,0.8,0.8,0.07,-0.8,-0.8
Rani Khedira,GER,MF,Union Berlin,Bundesliga,30-286,1994,9.0,0,1,0,0.0,0.11,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Abdukodir Khusanov,UZB,DF,Lens,Ligue 1,20-253,2004,7.8,0,5,3,60.0,0.64,0.38,0.00,0.00,23.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Kialonda,ANG,DF,Lecce,Serie A,27-042,1997,11.0,0,8,0,0.0,0.73,0.00,0.00,,7.8,0,0,0,0.8,0.8,0.10,-0.8,-0.8
Kiké,ESP,FW,Alavés,La Liga,34-349,1989,5.8,3,13,5,38.5,2.23,0.86,0.23,0.60,13.8,0,0,0,1.3,1.3,0.10,+1.7,+1.7
Max Kilman,ENG,DF,West Ham,Premier League,27-169,1997,10.0,0,4,0,0.0,0.40,0.00,0.00,,7.4,0,0,0,0.7,0.7,0.16,-0.7,-0.7
Joshua Kimmich,GER,"MF,DF",Bayern Munich,Bundesliga,29-274,1995,9.0,0,7,3,42.9,0.78,0.33,0.00,0.00,24.0,1,0,0,0.4,0.4,0.05,-0.4,-0.4
Joshua King,NOR,"FW,MF",Toulouse,Ligue 1,32-298,1992,4.8,2,16,7,43.8,3.34,1.46,0.13,0.29,18.1,0,0,0,1.6,1.6,0.10,+0.4,+0.4
Cédric Kipré,CIV,DF,Reims,Ligue 1,27-335,1996,5.8,0,3,1,33.3,0.52,0.17,0.00,0.00,16.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Jakub Kiwior,POL,DF,Arsenal,Premier League,24-267,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tim Kleindienst,GER,FW,Gladbach,Bundesliga,29-069,1995,8.7,6,31,15,48.4,3.57,1.73,0.16,0.33,13.6,0,1,1,5.0,4.3,0.14,+1.0,+0.7
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,28-158,1996,6.3,0,1,0,0.0,0.16,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Justin Kluivert,NED,"MF,FW",Bournemouth,Premier League,25-187,1999,6.1,1,15,7,46.7,2.45,1.15,0.00,0.00,19.1,0,1,1,1.9,1.1,0.08,-0.9,-1.1
Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,Bundesliga,22-303,2002,4.2,1,6,2,33.3,1.42,0.47,0.17,0.50,17.2,0,0,0,0.7,0.7,0.11,+0.3,+0.3
Magnus Knudsen,NOR,MF,Holstein Kiel,Bundesliga,23-146,2001,7.8,0,3,0,0.0,0.38,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,26-338,1997,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,28-114,1996,8.8,0,3,0,0.0,0.34,0.00,0.00,,17.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2
Magnus Kofod Andersen,DEN,MF,Venezia,Serie A,25-182,1999,5.0,1,5,1,20.0,1.00,0.20,0.20,1.00,25.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8
Derrick Köhn,GER,DF,Werder Bremen,Bundesliga,25-278,1999,3.1,1,5,3,60.0,1.59,0.95,0.20,0.33,12.3,0,0,0,0.5,0.5,0.10,+0.5,+0.5
Philipp Köhn,SUI,GK,Monaco,Ligue 1,26-220,1998,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dominik Kohr,GER,"DF,MF",Mainz 05,Bundesliga,30-282,1994,7.8,0,4,0,0.0,0.51,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Koke,ESP,MF,Atlético Madrid,La Liga,32-305,1992,9.7,1,6,2,33.3,0.62,0.21,0.17,0.50,17.1,0,0,0,1.0,1.0,0.16,0.0,0.0
Sead Kolašinac,BIH,DF,Atalanta,Serie A,31-141,1993,6.5,0,4,1,25.0,0.62,0.15,0.00,0.00,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
Randal Kolo Muani,FRA,FW,Paris S-G,Ligue 1,25-339,1998,3.3,2,10,4,40.0,3.06,1.22,0.10,0.25,11.5,0,1,1,3.1,2.3,0.23,-1.1,-1.3
Marco Komenda,CRO,DF,Holstein Kiel,Bundesliga,27-348,1996,2.2,0,2,0,0.0,0.91,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mert Kömür,GER,MF,Augsburg,Bundesliga,19-114,2005,0.5,0,1,0,0.0,2.20,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,25-167,1999,8.8,1,7,2,28.6,0.79,0.23,0.14,0.50,9.1,0,0,0,0.7,0.7,0.11,+0.3,+0.3
Ismael Konate,CIV,FW,Empoli,Serie A,18-224,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Geoffrey Kondogbia,CTA,"MF,DF",Marseille,Ligue 1,31-267,1993,7.9,0,3,0,0.0,0.38,0.00,0.00,,17.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Abdoul Koné,FRA,DF,Reims,Ligue 1,19-200,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Amadou Koné,MLI,MF,Reims,Ligue 1,19-178,2005,1.3,0,2,0,0.0,1.49,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Ismaël Koné,CAN,MF,Marseille,Ligue 1,22-155,2002,3.0,0,2,0,0.0,0.67,0.00,0.00,,20.2,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Manu Koné,FRA,MF,Roma,Serie A,23-175,2001,6.1,1,10,3,30.0,1.65,0.50,0.10,0.33,20.1,0,0,0,0.6,0.6,0.06,+0.4,+0.4
Ezri Konsa,ENG,DF,Aston Villa,Premier League,27-016,1997,8.1,1,3,2,66.7,0.37,0.25,0.33,0.50,9.7,0,0,0,0.4,0.4,0.12,+0.6,+0.6
Teun Koopmeiners,NED,MF,Juventus,Serie A,26-254,1998,5.2,0,12,3,25.0,2.30,0.57,0.00,0.00,15.0,0,0,0,1.6,1.6,0.13,-1.6,-1.6
Odilon Kossounou,CIV,DF,Atalanta,Serie A,23-309,2001,1.9,0,3,2,66.7,1.56,1.04,0.00,0.00,24.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Christian Kouamé,CIV,"FW,MF",Fiorentina,Serie A,26-338,1997,5.4,0,7,1,14.3,1.30,0.19,0.00,0.00,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Henri Koudossou,GER,DF,Augsburg,Bundesliga,25-066,1999,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,20-346,2003,5.3,0,3,0,0.0,0.57,0.00,0.00,,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Jules Koundé,FRA,DF,Barcelona,La Liga,25-362,1998,10.4,1,6,2,33.3,0.58,0.19,0.17,0.50,15.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,27-207,1997,1.2,0,1,0,0.0,0.81,0.00,0.00,,6.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2
Mateo Kovačić,CRO,MF,Manchester City,Premier League,30-186,1994,8.8,3,19,4,21.1,2.17,0.46,0.16,0.75,22.1,0,0,0,0.9,0.9,0.05,+2.1,+2.1
Matej Kovar,CZE,GK,Leverkusen,Bundesliga,24-175,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mateusz Kowalski,POL,MF,Parma,Serie A,19-110,2005,0.6,0,1,0,0.0,1.61,0.00,0.00,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,30-098,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Alex Král,CZE,MF,Espanyol,La Liga,26-173,1998,11.4,0,8,0,0.0,0.70,0.00,0.00,,14.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Andrej Kramarić,CRO,MF,Hoffenheim,Bundesliga,33-142,1991,7.7,5,18,6,33.3,2.33,0.78,0.22,0.67,16.1,1,1,1,4.6,3.8,0.21,+0.4,+0.2
Frans Krätzig,GER,DF,Stuttgart,Bundesliga,21-299,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ladislav Krejčí,CZE,DF,Girona,La Liga,25-202,1999,5.1,0,4,2,50.0,0.78,0.39,0.00,0.00,9.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4
Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,Bundesliga,27-120,1997,7.4,0,1,0,0.0,0.13,0.00,0.00,,13.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Thomas Kristensen,DEN,DF,Udinese,Serie A,22-296,2002,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nikola Krstović,MNE,FW,Lecce,Serie A,24-217,2000,10.6,2,44,14,31.8,4.14,1.32,0.05,0.14,19.8,4,0,0,3.4,3.4,0.08,-1.4,-1.4
Lukas Kübler,GER,DF,Freiburg,Bundesliga,32-070,1992,8.0,2,9,4,44.4,1.13,0.50,0.22,0.50,15.9,0,0,0,0.9,0.9,0.10,+1.1,+1.1
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,23-157,2001,8.7,3,16,6,37.5,1.85,0.69,0.19,0.50,16.6,0,0,0,1.6,1.6,0.10,+1.4,+1.4
Mohammed Kudus,GHA,"MF,FW",West Ham,Premier League,24-098,2000,7.4,2,27,10,37.0,3.67,1.36,0.07,0.20,14.9,0,0,0,2.8,2.8,0.10,-0.8,-0.8
Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,24-197,2000,8.5,2,17,5,29.4,1.99,0.59,0.12,0.40,15.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,19-227,2005,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marash Kumbulla,ALB,DF,Espanyol,La Liga,24-274,2000,9.9,1,2,1,50.0,0.20,0.10,0.50,1.00,6.2,0,0,0,0.7,0.7,0.33,+0.3,+0.3
Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,31-298,1993,3.9,1,4,3,75.0,1.02,0.76,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,Serie A,23-270,2001,8.5,5,30,11,36.7,3.55,1.30,0.13,0.36,19.5,1,1,1,3.0,2.2,0.07,+2.0,+1.8
Moritz-Broni Kwarteng,GHA,MF,Bochum,Bundesliga,26-194,1998,1.2,0,4,0,0.0,3.30,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,28-277,1996,11.0,1,8,3,37.5,0.73,0.27,0.13,0.33,22.8,1,0,0,0.3,0.3,0.03,+0.7,+0.7
Rémy Labeau Lascary,GLP,FW,Lens,Ligue 1,21-250,2003,3.4,1,9,3,33.3,2.66,0.89,0.11,0.33,11.6,0,0,0,2.1,2.1,0.24,-1.1,-1.1
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,30-189,1994,1.8,1,4,1,25.0,2.25,0.56,0.25,1.00,20.5,0,0,0,0.3,0.3,0.07,+0.7,+0.7
Nediljko Labrović,CRO,GK,Augsburg,Bundesliga,25-029,1999,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33-164,1991,6.9,1,14,7,50.0,2.04,1.02,0.07,0.14,14.9,0,0,1,3.4,2.5,0.18,-2.4,-1.5
Maxence Lacroix,FRA,DF,Crystal Palace,Premier League,24-216,2000,7.0,0,3,0,0.0,0.43,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Alban Lafont,FRA,GK,Nantes,Ligue 1,25-290,1999,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Konrad Laimer,AUT,DF,Bayern Munich,Bundesliga,27-165,1997,2.5,0,4,1,25.0,1.59,0.40,0.00,0.00,20.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Stefan Lainer,AUT,DF,Gladbach,Bundesliga,32-073,1992,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kenny Lala,MAD,DF,Brest,Ligue 1,33-036,1991,8.8,1,3,2,66.7,0.34,0.23,0.00,0.00,23.6,2,1,1,1.2,0.4,0.15,-0.2,-0.4
Adam Lallana,ENG,MF,Southampton,Premier League,36-182,1988,2.4,0,3,0,0.0,1.23,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Mathis Lambourde,FRA,"FW,DF",Hellas Verona,Serie A,18-304,2006,0.4,1,1,1,100.0,2.73,2.73,1.00,1.00,13.5,0,0,0,0.1,0.1,0.07,+0.9,+0.9
Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,26-157,1998,2.3,2,9,3,33.3,3.86,1.29,0.22,0.67,12.1,0,0,0,2.2,2.2,0.25,-0.2,-0.2
Tariq Lamptey,GHA,DF,Brighton,Premier League,24-039,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gianluca Lapadula,PER,"FW,MF",Cagliari,Serie A,34-275,1990,1.9,0,8,1,12.5,4.24,0.53,0.00,0.00,14.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Cyle Larin,CAN,FW,Mallorca,La Liga,29-205,1995,6.4,1,10,2,20.0,1.57,0.31,0.10,0.50,12.2,0,0,0,1.5,1.5,0.15,-0.5,-0.5
Gautier Larsonneur,FRA,GK,Saint-Étienne,Ligue 1,27-259,1997,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,20-134,2004,7.7,2,6,3,50.0,0.78,0.39,0.33,0.67,16.7,0,0,0,1.8,1.8,0.29,+0.2,+0.2
Juanmi Latasa,ESP,FW,Valladolid,La Liga,23-230,2001,4.9,0,11,0,0.0,2.25,0.00,0.00,,13.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Toni Lato,ESP,DF,Mallorca,La Liga,26-353,1997,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Roméo Lavia,BEL,MF,Chelsea,Premier League,20-307,2004,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Valentino Lazaro,AUT,DF,Torino,Serie A,28-229,1996,9.5,0,8,1,12.5,0.84,0.10,0.00,0.00,18.9,2,0,0,0.6,0.6,0.07,-0.6,-0.6
Darko Lazović,SRB,"MF,FW",Hellas Verona,Serie A,34-054,1990,8.7,1,10,1,10.0,1.15,0.12,0.00,0.00,17.5,0,1,1,1.6,0.8,0.08,-0.6,-0.8
Manuel Lazzari,ITA,DF,Lazio,Serie A,30-345,1993,6.5,0,1,0,0.0,0.15,0.00,0.00,,32.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,27-097,1997,5.8,0,6,3,50.0,1.03,0.52,0.00,0.00,10.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,26-201,1998,1.1,0,2,1,50.0,1.76,0.88,0.00,0.00,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Enzo Le Fée,FRA,MF,Roma,Serie A,24-279,2000,2.9,0,4,2,50.0,1.40,0.70,0.00,0.00,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,27-363,1996,7.0,0,3,0,0.0,0.43,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Nicola Leali,ITA,GK,Genoa,Serie A,31-265,1993,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rafael Leão,POR,FW,Milan,Serie A,25-151,1999,6.3,1,27,12,44.4,4.27,1.90,0.04,0.08,18.0,0,0,0,3.0,3.0,0.11,-2.0,-2.0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,33-196,1991,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,31-167,1993,2.7,0,7,4,57.1,2.64,1.51,0.00,0.00,24.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jordan Lefort,FRA,DF,Angers,Ligue 1,31-091,1993,10.0,0,1,0,0.0,0.10,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.04,0.0,0.0
Diogo Leite,POR,DF,Union Berlin,Bundesliga,25-290,1999,9.0,0,10,4,40.0,1.11,0.44,0.00,0.00,17.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,26-174,1998,6.1,1,5,1,20.0,0.82,0.16,0.20,1.00,12.9,0,0,0,1.1,1.1,0.23,-0.1,-0.1
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,33-172,1991,11.0,0,11,4,36.4,1.00,0.36,0.00,0.00,27.1,6,0,0,0.5,0.5,0.05,-0.5,-0.5
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,31-188,1993,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nunzio Lella,ITA,MF,Venezia,Serie A,24-103,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,28-362,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,Ligue 1,21-093,2003,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mario Lemina,GAB,MF,Wolves,Premier League,31-068,1993,8.8,1,11,4,36.4,1.25,0.45,0.09,0.25,21.4,0,0,0,1.1,1.1,0.10,-0.1,-0.1
Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29-144,1995,2.7,0,1,0,0.0,0.37,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Bernd Leno,GER,GK,Fulham,Premier League,32-249,1992,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,32-005,1992,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24-204,2000,1.5,0,2,1,50.0,1.29,0.65,0.00,0.00,14.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Johann Lepenant,FRA,MF,Nantes,Ligue 1,22-017,2002,6.0,2,5,3,60.0,0.83,0.50,0.40,0.67,15.0,0,0,0,0.4,0.4,0.07,+1.6,+1.6
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30-014,1994,4.6,0,5,0,0.0,1.08,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Louis Leroux,FRA,"MF,FW",Nantes,Ligue 1,18-290,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Lewandowski,POL,FW,Barcelona,La Liga,36-079,1988,10.9,14,43,24,55.8,3.95,2.20,0.28,0.50,14.6,2,2,3,13.1,10.8,0.25,+0.9,+1.2
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,23-256,2001,7.3,1,12,8,66.7,1.64,1.09,0.08,0.13,20.2,0,0,0,0.5,0.5,0.04,+0.5,+0.5
Rico Lewis,ENG,"MF,DF",Manchester City,Premier League,19-353,2004,7.6,0,4,0,0.0,0.53,0.00,0.00,,14.9,0,0,0,0.7,0.7,0.18,-0.7,-0.7
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,23-260,2001,7.5,0,10,5,50.0,1.33,0.67,0.00,0.00,19.9,1,0,0,0.8,0.8,0.08,-0.8,-0.8
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-043,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-120,1996,8.2,1,4,1,25.0,0.49,0.12,0.25,1.00,12.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-088,1999,7.5,1,6,5,83.3,0.80,0.67,0.17,0.20,5.8,0,0,0,1.1,1.1,0.19,-0.1,-0.1
Victor Lindelöf,SWE,"DF,MF",Manchester Utd,Premier League,30-114,1994,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-253,2000,2.9,0,9,5,55.6,3.13,1.74,0.00,0.00,20.3,3,0,0,0.6,0.6,0.07,-0.6,-0.6
Karol Linetty,POL,MF,Torino,Serie A,29-280,1995,7.5,1,4,1,25.0,0.53,0.13,0.25,1.00,24.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24-321,1999,6.4,0,17,6,35.3,2.66,0.94,0.00,0.00,13.2,0,0,0,2.8,2.8,0.16,-2.8,-2.8
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-087,1997,3.0,1,3,1,33.3,1.02,0.34,0.33,1.00,14.1,0,0,0,0.5,0.5,0.15,+0.5,+0.5
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-188,2001,4.0,1,6,1,16.7,1.51,0.25,0.17,1.00,12.1,0,0,0,0.8,0.8,0.13,+0.2,+0.2
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-362,2002,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Diego Llorente,ESP,DF,Betis,La Liga,31-084,1993,12.0,0,3,1,33.3,0.25,0.08,0.00,0.00,11.6,0,0,0,0.4,0.4,0.15,-0.4,-0.4
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-283,1995,7.0,2,5,2,40.0,0.72,0.29,0.40,1.00,17.3,0,0,0,0.2,0.2,0.03,+1.8,+1.8
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-113,1995,10.0,1,4,1,25.0,0.40,0.10,0.25,1.00,13.9,0,0,0,0.4,0.4,0.10,+0.6,+0.6
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-213,1996,5.1,5,15,9,60.0,2.95,1.77,0.27,0.44,21.2,0,1,1,2.2,1.4,0.09,+2.8,+2.6
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-349,1994,6.7,0,2,0,0.0,0.30,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Manuel Locatelli,ITA,MF,Juventus,Serie A,26-305,1998,8.6,0,4,1,25.0,0.47,0.12,0.00,0.00,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28-290,1996,5.8,0,6,2,33.3,1.04,0.35,0.00,0.00,14.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-347,2000,2.6,0,1,0,0.0,0.38,0.00,0.00,,15.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27-009,1997,4.7,0,2,0,0.0,0.42,0.00,0.00,,15.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27-019,1997,5.6,6,23,10,43.5,4.12,1.79,0.22,0.50,15.4,0,1,1,3.8,3.0,0.13,+2.2,+2.0
David López,ESP,DF,Girona,La Liga,35-030,1989,10.4,0,4,0,0.0,0.38,0.00,0.00,,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
