Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Vitor Roque,BRA,FW,Betis,La Liga,19-254,2005,5.7,16,2.80,11,0,1,4,0,0,1,0.17,0,0,0,1,0,0
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,27-306,1997,7.9,15,1.89,12,0,1,0,0,2,1,0.13,1,0,0,0,0,0
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22-294,2002,2.2,4,1.80,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21-272,2003,4.7,7,1.49,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Valentin Rosier,FRA,DF,Leganés,La Liga,28-081,1996,9.5,11,1.15,6,3,2,0,0,0,2,0.21,1,0,1,0,0,0
Tom Rothe,GER,"MF,DF",Union Berlin,Bundesliga,20-010,2004,5.9,14,2.37,8,2,0,3,1,0,2,0.34,1,0,0,1,0,0
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23-163,2001,5.1,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonas Rouhi,SWE,DF,Juventus,Serie A,20-306,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,31-307,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolò Rovella,ITA,MF,Lazio,Serie A,22-340,2001,7.9,11,1.40,7,2,1,0,0,1,0,0.00,0,0,0,0,0,0
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21-192,2003,3.6,11,3.05,4,1,4,2,0,0,4,1.11,2,0,1,1,0,0
Amir Rrahmani,KVX,DF,Napoli,Serie A,30-258,1994,11.0,10,0.91,9,1,0,0,0,0,2,0.18,1,1,0,0,0,0
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17-364,2006,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31-250,1993,10.1,7,0.69,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22-120,2002,7.8,11,1.42,9,1,1,0,0,0,2,0.26,2,0,0,0,0,0
Aitor Ruibal,ESP,"FW,DF",Betis,La Liga,28-231,1996,5.6,19,3.41,17,0,1,1,0,0,1,0.18,1,0,0,0,0,0
Abel Ruiz,ESP,FW,Girona,La Liga,24-285,2000,7.3,5,0.69,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28-219,1996,4.7,21,4.47,19,0,0,2,0,0,1,0.21,1,0,0,0,0,0
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32-172,1992,10.0,2,0.20,2,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,22-202,2002,6.0,27,4.50,18,0,3,4,2,0,3,0.50,2,0,1,0,0,0
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26-357,1997,7.0,14,2.00,12,0,2,0,0,0,2,0.29,1,0,1,0,0,0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,32-096,1992,9.0,3,0.33,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
José Sá,POR,GK,Wolves,Premier League,31-296,1993,5.0,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24-317,1999,3.8,19,4.99,10,0,3,3,3,0,4,1.05,1,0,2,1,0,0
Youssouf Sabaly,SEN,DF,Betis,La Liga,31-248,1993,4.2,6,1.43,5,0,1,0,0,0,1,0.24,1,0,0,0,0,0
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26-320,1997,2.5,8,3.19,7,0,1,0,0,0,1,0.40,1,0,0,0,0,0
Stefano Sabelli,ITA,DF,Genoa,Serie A,31-300,1993,6.7,11,1.64,10,1,0,0,0,0,1,0.15,1,0,0,0,0,0
Marcel Sabitzer,AUT,"MF,FW",Dortmund,Bundesliga,30-236,1994,5.6,12,2.13,9,1,1,1,0,0,1,0.18,1,0,0,0,0,0
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29-191,1995,9.4,16,1.69,16,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27-280,1997,2.3,3,1.30,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Alexis Saelemaekers,BEL,"FW,DF",Roma,Serie A,25-134,1999,1.2,3,2.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25-134,1999,1.0,9,9.00,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Jorge Sáenz,ESP,DF,Leganés,La Liga,27-357,1996,5.8,6,1.04,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25-257,1999,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25-208,1999,8.7,6,0.69,4,0,1,0,1,0,1,0.11,1,0,0,0,0,0
Richie Sagrado,BEL,DF,Venezia,Serie A,20-283,2004,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23-150,2001,7.1,34,4.76,26,1,4,2,1,0,4,0.56,3,0,0,1,0,0
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,29-203,1995,3.9,12,3.09,8,0,3,0,1,0,0,0.00,0,0,0,0,0,0
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-064,2001,8.2,55,6.69,34,10,5,4,2,0,12,1.46,8,2,1,1,0,0
Marco Sala,ITA,DF,Como,Serie A,25-157,1999,1.4,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-070,2001,2.7,9,3.38,7,0,2,0,0,0,1,0.37,1,0,0,0,0,0
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-146,1992,9.7,44,4.54,29,1,7,4,2,1,7,0.72,6,0,0,1,0,0
Amine Salama,FRA,FW,Reims,Ligue 1,24-113,2000,2.1,4,1.94,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Kike Salas,ESP,DF,Sevilla,La Liga,22-199,2002,3.2,2,0.62,2,0,0,0,0,0,1,0.31,1,0,0,0,0,0
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-057,1996,6.1,14,2.28,9,2,1,1,1,0,1,0.16,1,0,0,0,0,0
William Saliba,FRA,DF,Arsenal,Premier League,23-229,2001,8.3,7,0.84,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-205,1999,4.1,7,1.71,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-170,1997,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-353,1992,5.9,1,0.17,1,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-258,2002,3.7,30,8.06,16,6,3,5,0,0,3,0.81,2,0,0,1,0,0
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28-302,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,29-002,1995,0.4,1,2.73,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,29-002,1995,3.7,13,3.49,8,0,0,1,2,2,2,0.54,2,0,0,0,0,0
Brice Samba,FRA,GK,Lens,Ligue 1,30-197,1994,10.0,3,0.30,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,25-017,1999,4.3,5,1.17,5,0,0,0,0,0,1,0.23,1,0,0,0,0,0
Junior Sambia,FRA,MF,Empoli,Serie A,28-062,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-193,2004,1.0,2,2.02,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Antonio Sanabria,PAR,FW,Torino,Serie A,28-249,1996,5.8,11,1.91,8,0,0,1,2,0,1,0.17,1,0,0,0,0,0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-197,2000,7.3,19,2.58,17,0,0,1,1,0,3,0.41,2,0,0,1,0,0
Antonio Sánchez,ESP,"DF,MF",Mallorca,La Liga,27-312,1997,5.5,7,1.27,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-046,1992,4.5,14,3.11,10,2,0,0,2,0,0,0.00,0,0,0,0,0,0
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-239,1997,5.5,4,0.73,3,0,0,1,0,0,1,0.18,0,0,0,1,0,0
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-085,2003,5.1,11,2.15,10,0,0,1,0,0,1,0.20,1,0,0,0,0,0
Manu Sánchez,ESP,DF,Alavés,La Liga,24-076,2000,9.5,11,1.16,8,1,0,1,1,0,0,0.00,0,0,0,0,0,0
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-356,1997,10.0,2,0.20,1,1,0,0,0,0,1,0.10,0,1,0,0,0,0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-228,2000,3.4,14,4.13,13,0,0,0,1,0,6,1.77,5,0,0,0,1,0
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-261,1998,3.7,6,1.62,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-302,1996,1.2,11,9.08,9,0,1,0,0,1,2,1.65,1,0,0,0,0,1
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-210,2002,5.8,7,1.22,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-342,1997,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-255,2006,5.5,10,1.81,9,1,0,0,0,0,3,0.54,2,1,0,0,0,0
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-314,2000,8.8,15,1.70,11,0,0,1,2,1,1,0.11,1,0,0,0,0,0
Nicola Sansone,ITA,"FW,MF",Lecce,Serie A,33-059,1991,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-244,1995,4.3,10,2.31,8,1,0,0,1,0,2,0.46,1,0,0,0,1,0
Jesús Santiago,ESP,MF,Getafe,La Liga,20-167,2004,1.9,2,1.08,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-189,2004,8.7,18,2.06,12,0,1,1,1,3,2,0.23,0,0,0,0,1,1
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-211,2003,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tiago Santos,POR,DF,Lille,Ligue 1,22-108,2002,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32-181,1992,1.5,4,2.65,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-145,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-242,2001,1.8,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,26-257,1998,4.4,20,4.56,13,0,1,2,4,0,2,0.46,0,0,0,0,2,0
Malang Sarr,FRA,DF,Lens,Ligue 1,25-290,1999,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-071,2005,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-262,2001,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-322,1991,8.4,39,4.62,23,10,1,1,1,3,3,0.36,2,1,0,0,0,0
Sávio,BRA,"FW,MF",Manchester City,Premier League,20-212,2004,5.0,40,7.95,27,2,4,1,5,1,5,0.99,2,0,1,0,1,1
Nicolò Savona,ITA,DF,Juventus,Serie A,21-234,2003,6.5,11,1.70,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saba Sazonov,GEO,DF,Torino,Serie A,22-281,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21-313,2002,8.8,9,1.02,8,0,0,0,1,0,1,0.11,1,0,0,0,0,0
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-347,2001,5.3,9,1.69,3,0,2,2,2,0,1,0.19,0,0,0,1,0,0
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-209,1999,4.7,5,1.05,3,0,0,1,1,0,1,0.21,1,0,0,0,0,0
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-324,1991,7.3,6,0.82,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28-289,1996,1.6,4,2.48,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Stefan Schimmer,GER,"FW,DF",Heidenheim,Bundesliga,30-194,1994,0.5,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joël Schingtienne,BEL,DF,Venezia,Serie A,22-088,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27-194,1997,7.4,15,2.03,13,0,1,1,0,0,2,0.27,2,0,0,0,0,0
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24-343,1999,7.8,19,2.44,15,1,0,1,1,1,0,0.00,0,0,0,0,0,0
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31-321,1992,0.6,4,6.92,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24-286,2000,8.8,38,4.32,30,1,2,3,1,1,5,0.57,5,0,0,0,0,0
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26-252,1998,1.7,10,5.92,4,4,0,2,0,0,0,0.00,0,0,0,0,0,0
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25-149,1999,8.2,18,2.19,14,0,1,3,0,0,2,0.24,1,0,0,1,0,0
Marvin Schulz,GER,"MF,FW",Holstein Kiel,Bundesliga,29-298,1995,1.4,5,3.66,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26-056,1998,5.7,38,6.71,13,9,7,2,7,0,2,0.35,1,1,0,0,0,0
Alex Scott,ENG,MF,Bournemouth,Premier League,21-079,2003,2.9,11,3.75,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0
Simone Scuffet,ITA,GK,Cagliari,Serie A,28-161,1996,11.0,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21-208,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32-331,1991,4.5,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24-157,2000,7.7,12,1.55,8,2,1,0,1,0,0,0.00,0,0,0,0,0,0
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,23-188,2001,3.7,8,2.17,8,0,0,0,0,0,2,0.54,2,0,0,0,0,0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32-256,1992,10.0,2,0.20,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Nélson Semedo,POR,DF,Wolves,Premier League,30-358,1993,7.7,10,1.30,8,0,2,0,0,0,2,0.26,2,0,0,0,0,0
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24-306,2000,9.7,36,3.69,23,0,5,5,3,0,4,0.41,2,0,1,0,1,0
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23-285,2001,1.7,2,1.21,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27-182,1997,7.8,13,1.66,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Suat Serdar,GER,MF,Hellas Verona,Serie A,27-211,1997,3.0,4,1.36,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Sergi,ESP,DF,Leganés,La Liga,32-202,1992,11.5,6,0.52,6,0,0,0,0,0,2,0.17,2,0,0,0,0,0
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21-248,2003,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21-161,2003,7.1,11,1.54,8,0,2,1,0,0,3,0.42,1,0,1,1,0,0
Stephan El Shaarawy,ITA,DF,Roma,Serie A,32-012,1992,3.2,11,3.41,10,0,0,1,0,0,2,0.62,2,0,0,0,0,0
Eldor Shomurodov,UZB,"FW,DF",Roma,Serie A,29-132,1995,0.6,3,5.29,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32-102,1992,7.1,17,2.38,17,0,0,0,0,0,4,0.56,4,0,0,0,0,0
Armindo Sieb,GER,"MF,FW",Mainz 05,Bundesliga,21-265,2003,4.1,11,2.68,6,0,2,2,1,0,1,0.24,1,0,0,0,0,0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,29-031,1995,9.1,27,2.97,15,11,0,0,0,1,1,0.11,1,0,0,0,0,0
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24-244,2000,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kiliann Sildillia,FRA,"DF,FW",Freiburg,Bundesliga,22-176,2002,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,29-002,1995,0.5,2,4.19,2,0,0,0,0,0,1,2.09,1,0,0,0,0,0
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,30-090,1994,9.1,40,4.41,37,0,3,0,0,0,5,0.55,5,0,0,0,0,0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27-100,1997,6.0,21,3.53,13,7,1,0,0,0,2,0.34,1,1,0,0,0,0
Fábio Silva,POR,"FW,MF",Las Palmas,La Liga,22-112,2002,6.3,12,1.90,8,0,1,2,0,1,1,0.16,0,0,0,1,0,0
Jota Silva,POR,"MF,FW",Nott'ham Forest,Premier League,25-099,1999,2.1,6,2.89,4,0,1,0,1,0,1,0.48,1,0,0,0,0,0
Eric da Silva Moreira,GER,DF,Nott'ham Forest,Premier League,18-189,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,La Liga,30-275,1994,12.0,4,0.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23-144,2001,2.6,5,1.92,3,0,0,1,1,0,1,0.38,1,0,0,0,0,0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24-189,2000,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giovanni Simeone,ARG,FW,Napoli,Serie A,29-126,1995,2.2,7,3.18,5,0,0,1,1,0,1,0.45,0,0,0,1,0,0
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,La Liga,21-326,2002,2.6,4,1.57,4,0,0,0,0,0,1,0.39,1,0,0,0,0,0
Moses Simon,NGA,FW,Nantes,Ligue 1,29-119,1995,8.4,33,3.93,15,5,8,3,1,1,4,0.48,3,0,0,1,0,0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21-201,2003,6.8,28,4.10,23,2,0,1,2,0,3,0.44,2,0,0,1,0,0
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27-217,1997,1.1,3,2.78,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24-336,1999,7.4,38,5.14,25,0,4,5,4,0,7,0.95,2,0,1,1,3,0
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23-319,2000,7.1,4,0.57,3,0,0,0,0,1,2,0.28,1,0,0,0,0,1
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25-144,1999,2.3,13,5.57,10,0,1,2,0,0,1,0.43,1,0,0,0,0,0
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29-127,1995,1.0,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,29-062,1995,5.0,7,1.40,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28-347,1995,6.5,18,2.78,8,0,1,3,4,2,1,0.15,1,0,0,0,0,0
Ibrahima Sissoko,MLI,"MF,DF",Bochum,Bundesliga,27-012,1997,8.2,21,2.55,16,0,0,0,2,3,2,0.24,1,0,0,0,1,0
Niama Sissoko,MLI,FW,Reims,Ligue 1,18-328,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antonio Sivera,ESP,GK,Alavés,La Liga,28-089,1996,12.0,7,0.58,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,28-062,1996,2.7,7,2.62,6,0,0,1,0,0,1,0.37,1,0,0,0,0,0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29-182,1995,6.5,10,1.54,7,0,0,2,0,1,3,0.46,2,0,0,1,0,0
Oliver Skipp,ENG,MF,Leicester City,Premier League,24-053,2000,4.5,5,1.12,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24-346,1999,5.9,6,1.01,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Łukasz Skorupski,POL,GK,Bologna,Serie A,33-187,1991,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robert Skov,DEN,"MF,FW",Union Berlin,Bundesliga,28-172,1996,0.3,2,6.21,1,0,1,0,0,0,2,6.21,1,0,1,0,0,0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29-271,1995,2.2,5,2.23,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,Bundesliga,31-356,1992,3.1,10,3.27,8,0,0,2,0,0,1,0.33,1,0,0,0,0,0
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22-185,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24-261,2000,2.7,9,3.36,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Adam Smith,ENG,DF,Bournemouth,Premier League,33-193,1991,5.8,8,1.37,5,1,1,0,0,1,0,0.00,0,0,0,0,0,0
Eric Smith,SWE,DF,St. Pauli,Bundesliga,27-305,1997,8.4,22,2.61,8,14,0,0,0,0,1,0.12,1,0,0,0,0,0
Justin Smith,CAN,MF,Espanyol,La Liga,21-278,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24-103,2000,7.9,29,3.69,21,0,1,5,0,2,5,0.64,4,0,1,0,0,0
Eduard Sobol,UKR,MF,Strasbourg,Ligue 1,29-202,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Simon Sohm,SUI,MF,Parma,Serie A,23-211,2001,8.8,23,2.63,20,0,0,1,1,1,0,0.00,0,0,0,0,0,0
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25-152,1999,9.2,25,2.72,16,0,6,0,3,0,2,0.22,2,0,0,0,0,0
Dominic Solanke,ENG,FW,Tottenham,Premier League,27-055,1997,7.9,18,2.29,14,0,0,3,1,0,5,0.64,4,0,0,0,1,0
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,26-062,1998,5.4,7,1.29,6,0,1,0,0,0,1,0.18,1,0,0,0,0,0
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27-311,1997,2.7,6,2.21,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Jhon Solis,COL,MF,Girona,La Liga,20-036,2004,3.2,5,1.56,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Yann Sommer,SUI,GK,Inter,Serie A,35-327,1988,11.0,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Soria,ESP,GK,Getafe,La Liga,31-218,1993,12.0,2,0.17,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Soriano,ESP,GK,Leganés,La Liga,27-077,1997,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Borna Sosa,CRO,DF,Torino,Serie A,26-292,1998,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ramón Sosa,PAR,"MF,FW",Nott'ham Forest,Premier League,25-069,1999,0.9,7,7.59,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20-325,2003,5.7,16,2.81,12,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,34-014,1990,6.6,15,2.27,11,0,2,1,1,0,1,0.15,1,0,0,0,0,0
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25-158,1999,3.0,11,3.72,5,0,4,1,1,0,0,0.00,0,0,0,0,0,0
Tomáš Souček,CZE,MF,West Ham,Premier League,29-255,1995,6.3,18,2.87,12,0,0,4,1,1,2,0.32,1,0,0,0,1,0
Matìas Soulé,ARG,"MF,FW",Roma,Serie A,21-207,2003,5.2,22,4.26,16,4,0,1,1,0,0,0.00,0,0,0,0,0,0
Boubakary Soumaré,FRA,"MF,DF",Leicester City,Premier League,25-255,1999,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
