Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,28-362,1995,0.1,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,Ligue 1,21-093,2003,1.5,53,50,3,2,0,0,3,0,1,1,0,0,42,0,2
Mario Lemina,GAB,MF,Wolves,Premier League,31-068,1993,8.8,307,294,10,1,3,2,8,3,0,0,0,0,250,3,3
Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29-144,1995,2.7,150,147,3,3,0,1,0,0,0,0,0,0,126,0,3
Bernd Leno,GER,GK,Fulham,Premier League,32-249,1992,10.0,394,333,61,25,0,0,0,0,0,0,0,0,324,0,0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,32-005,1992,10.0,348,260,87,40,0,2,0,1,0,0,0,0,211,1,0
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24-204,2000,1.5,32,29,2,0,0,0,2,1,0,0,0,0,23,1,1
Johann Lepenant,FRA,MF,Nantes,Ligue 1,22-017,2002,6.0,187,184,3,0,0,0,3,1,1,1,0,0,150,0,8
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30-014,1994,4.6,246,235,10,4,2,1,1,6,0,0,0,0,192,1,1
Louis Leroux,FRA,"MF,FW",Nantes,Ligue 1,18-290,2006,0.2,11,11,0,0,0,0,1,0,0,0,0,0,10,0,0
Robert Lewandowski,POL,FW,Barcelona,La Liga,36-079,1988,10.9,225,217,5,0,0,4,2,0,0,0,0,0,163,3,12
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,23-256,2001,7.3,254,241,10,1,0,0,25,9,0,0,0,0,182,3,16
Rico Lewis,ENG,"MF,DF",Manchester City,Premier League,19-353,2004,7.6,413,376,37,5,0,0,1,32,0,0,0,0,375,0,6
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,23-260,2001,7.5,183,171,9,2,0,3,16,6,0,0,0,0,141,3,8
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-043,2006,0.2,12,10,2,0,0,0,0,2,0,0,0,0,9,0,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-120,1996,8.2,674,636,34,20,0,7,1,0,0,0,0,0,595,4,2
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-088,1999,7.5,405,393,11,6,0,0,2,0,0,0,0,0,369,1,4
Victor Lindelöf,SWE,"DF,MF",Manchester Utd,Premier League,30-114,1994,0.7,36,34,2,1,0,0,1,1,0,0,0,0,33,0,0
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-253,2000,2.9,88,74,12,3,0,0,19,1,8,5,2,0,61,2,3
Karol Linetty,POL,MF,Torino,Serie A,29-280,1995,7.5,268,259,9,8,0,0,1,0,0,0,0,0,232,0,3
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24-321,1999,6.4,301,286,15,0,0,2,10,13,2,0,0,0,245,0,13
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-087,1997,3.0,124,103,21,1,0,0,4,20,0,0,0,0,94,0,4
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-188,2001,4.0,60,60,0,0,0,0,9,0,0,0,0,0,33,0,4
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-362,2002,6.9,313,260,51,2,0,0,7,49,0,0,0,0,248,2,11
Diego Llorente,ESP,DF,Betis,La Liga,31-084,1993,12.0,720,693,26,23,0,4,1,2,0,0,0,0,620,1,0
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-283,1995,7.0,352,307,44,3,0,1,15,41,0,0,0,0,301,1,7
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-113,1995,10.0,441,425,14,9,0,3,1,3,0,0,0,0,374,2,2
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-213,1996,5.1,302,252,50,23,5,5,36,2,25,10,9,0,238,0,5
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-349,1994,6.7,379,371,6,6,1,0,0,0,0,0,0,0,336,2,6
Manuel Locatelli,ITA,MF,Juventus,Serie A,26-305,1998,8.6,697,678,17,16,0,9,2,1,0,0,0,0,636,2,2
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28-290,1996,5.8,216,214,2,2,1,1,5,0,0,0,0,0,189,0,1
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-347,2000,2.6,180,173,7,2,0,0,7,0,5,2,1,1,146,0,5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27-009,1997,4.7,160,158,2,1,0,1,3,0,1,0,0,1,133,0,7
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27-019,1997,5.6,274,240,34,3,1,0,34,2,29,13,12,0,205,0,9
David López,ESP,DF,Girona,La Liga,35-030,1989,10.4,815,781,32,21,0,8,1,0,0,0,0,0,742,2,3
Diego López,ESP,"MF,FW",Valencia,La Liga,22-179,2002,8.6,238,235,3,0,0,1,24,3,0,0,0,0,163,0,18
Fermin López,ESP,MF,Barcelona,La Liga,21-181,2003,1.8,78,76,1,1,0,0,3,0,0,0,0,0,69,1,0
Javi López,ESP,DF,Real Sociedad,La Liga,22-228,2002,7.1,345,272,72,5,0,5,12,67,0,0,0,0,279,1,3
Roberto López,ESP,MF,Leganés,La Liga,24-198,2000,4.0,192,164,24,11,0,3,21,1,10,5,3,0,143,4,5
Unai López,ESP,MF,Rayo Vallecano,La Liga,29-009,1995,6.9,416,391,23,9,2,2,10,5,6,3,1,0,352,2,5
Iker Losada,ESP,"MF,FW",Betis,La Liga,23-099,2001,1.8,75,75,0,0,2,0,2,0,0,0,0,0,52,0,4
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38-243,1986,6.8,212,207,4,4,0,1,3,0,0,0,0,0,166,1,1
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,26-040,1998,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21-188,2003,1.2,51,41,9,1,0,0,7,8,0,0,0,0,34,1,1
Sandi Lovrić,SVN,MF,Udinese,Serie A,26-225,1998,6.6,249,228,20,7,0,2,19,3,10,2,4,0,195,1,6
Pol Lozano,ESP,MF,Espanyol,La Liga,25-033,1999,6.2,238,223,14,7,1,6,6,2,5,1,2,0,190,1,6
Lorenzo Lucca,ITA,FW,Udinese,Serie A,24-059,2000,8.0,128,113,15,0,0,0,2,0,0,0,0,0,83,0,5
Jhon Lucumí,COL,DF,Bologna,Serie A,26-135,1998,5.4,446,425,21,12,0,5,2,2,0,0,0,0,413,0,1
José Luis Gayà,ESP,DF,Valencia,La Liga,29-167,1995,1.1,59,43,15,0,0,0,3,15,0,0,0,0,40,1,2
José Luis Palomino,ARG,DF,Cagliari,Serie A,34-308,1990,2.4,141,131,10,6,0,0,0,3,0,0,0,0,116,0,0
Douglas Luiz,BRA,MF,Juventus,Serie A,26-183,1998,3.0,223,203,19,2,0,1,16,3,14,3,10,0,193,1,1
Romelu Lukaku,BEL,FW,Napoli,Serie A,31-179,1993,7.1,123,113,10,0,3,0,0,0,0,0,0,0,86,0,10
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21-327,2002,6.8,469,448,20,7,0,5,1,11,0,0,0,0,411,1,4
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27-045,1997,10.3,295,269,26,5,1,3,33,2,19,13,4,0,216,0,10
Saša Lukić,SRB,MF,Fulham,Premier League,28-087,1996,6.1,307,294,13,12,0,2,2,0,1,0,1,0,280,0,5
Milos Lukovic,SRB,FW,Strasbourg,Ligue 1,18-356,2005,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Daniel Luna,COL,MF,Mallorca,La Liga,21-185,2003,0.1,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25-271,1999,2.0,72,54,18,4,0,1,0,0,0,0,0,0,55,0,1
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32-044,1992,1.6,45,43,1,1,0,0,0,0,0,0,0,0,32,1,1
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28-063,1996,11.0,520,499,20,15,0,0,4,5,0,0,0,0,431,1,4
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22-244,2002,7.2,131,123,8,0,0,0,23,0,1,0,0,0,82,0,7
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31-017,1993,4.5,276,234,41,7,0,1,32,22,12,1,10,0,212,1,6
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25-263,1999,7.8,359,340,17,14,1,2,1,0,0,0,0,0,303,2,3
Othmane Maamma,FRA,"MF,FW",Montpellier,Ligue 1,19-033,2005,0.5,10,9,1,0,0,0,2,1,0,0,0,0,8,0,0
Ian Maatsen,NED,DF,Aston Villa,Premier League,22-243,2002,1.6,91,69,22,4,0,0,7,17,1,1,0,0,75,0,5
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25-320,1998,7.7,394,385,9,6,2,2,2,3,0,0,0,0,338,0,11
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,31-067,1993,3.8,166,140,26,0,0,0,15,21,5,3,0,0,128,0,4
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,25-039,1999,4.9,160,129,31,0,0,0,7,25,0,0,0,0,108,0,4
Darwin Machís,VEN,"FW,MF",Valladolid,La Liga,31-275,1993,3.0,94,80,14,4,0,2,18,1,9,5,1,0,54,0,3
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,26-038,1998,2.3,127,111,16,4,0,1,5,12,0,0,0,0,97,0,2
James Maddison,ENG,MF,Tottenham,Premier League,27-351,1996,7.5,490,428,61,21,5,3,53,3,36,19,5,0,393,1,6
Eros Maddy,NED,DF,Auxerre,Ligue 1,23-277,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Noni Madueke,ENG,FW,Chelsea,Premier League,22-243,2002,7.6,209,203,2,0,0,1,14,2,0,0,0,0,164,4,8
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27-119,1997,8.4,348,252,96,4,0,0,35,92,0,0,0,0,248,0,13
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26-325,1997,9.6,532,513,19,13,0,3,4,1,0,0,0,0,467,0,4
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,21-031,2003,2.4,142,142,0,0,0,2,0,0,0,0,0,0,130,0,3
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,29-035,1995,6.4,233,222,10,7,0,1,1,3,0,0,0,0,187,1,1
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26-162,1998,7.1,282,273,8,5,0,2,5,3,0,0,0,0,226,1,5
Frank Magri,CMR,FW,Toulouse,Ligue 1,25-065,1999,3.5,54,48,6,0,1,0,1,1,0,0,0,0,37,0,2
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31-248,1993,2.7,177,164,13,6,0,1,1,0,0,0,0,0,153,0,1
Jon Magunacelaya,ESP,MF,Real Sociedad,La Liga,24-118,2000,0.1,13,13,0,0,1,0,0,0,0,0,0,0,7,0,1
Arne Maier,GER,"MF,FW",Augsburg,Bundesliga,25-305,1999,2.5,173,148,24,6,1,2,23,0,18,6,9,0,138,1,6
Mike Maignan,FRA,GK,Milan,Serie A,29-128,1995,10.0,406,340,66,21,0,0,0,0,0,0,0,0,353,0,0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,30-002,1994,9.0,385,373,11,11,0,0,0,0,0,0,0,0,324,1,2
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19-203,2005,6.3,289,281,8,3,1,2,1,5,0,0,0,0,255,0,6
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,27-071,1997,7.2,330,272,55,3,2,1,20,41,11,7,2,0,260,3,10
Radosław Majecki,POL,GK,Monaco,Ligue 1,24-358,1999,3.0,82,57,25,5,0,0,0,0,0,0,0,0,62,0,0
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26-296,1998,1.6,45,41,3,0,0,1,2,1,2,2,0,0,30,1,1
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,23-097,2001,0.4,19,12,7,0,0,0,1,7,0,0,0,0,19,0,0
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26-113,1998,4.6,215,202,13,13,0,0,2,0,0,0,0,0,189,0,1
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32-349,1991,1.0,50,44,6,2,0,0,0,0,0,0,0,0,47,0,1
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23-161,2001,4.8,263,259,4,3,1,0,0,1,0,0,0,0,226,0,4
Daniel Maldini,ITA,MF,Monza,Serie A,23-028,2001,7.0,188,169,19,7,0,2,18,0,7,3,4,0,137,0,2
Youssef Maleh,MAR,MF,Empoli,Serie A,26-078,1998,4.7,118,113,3,2,1,0,4,1,0,0,0,0,83,2,6
Donyell Malen,NED,"FW,DF",Dortmund,Bundesliga,25-304,1999,4.1,107,99,8,2,1,2,9,5,1,0,0,0,77,0,5
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31-188,1993,2.5,118,114,4,3,0,1,0,1,0,0,0,0,105,0,2
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,25-031,1999,5.9,190,186,3,3,0,2,0,0,0,0,0,0,135,1,6
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,24-040,2000,11.0,337,231,106,37,0,1,0,0,0,0,0,0,226,0,0
Dennis Man,ROU,"FW,MF",Parma,Serie A,26-074,1998,9.1,313,292,21,2,2,2,19,4,15,2,1,0,245,0,10
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24-316,1999,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,28-205,1996,10.1,697,661,35,26,1,1,17,8,0,0,0,0,607,1,6
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39-225,1985,10.0,278,215,63,18,0,0,0,0,0,0,0,0,203,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30-292,1994,5.7,336,289,47,6,0,0,2,41,0,0,0,0,275,0,5
Aïssa Mandi,ALG,DF,Lille,Ligue 1,33-017,1991,4.8,308,288,19,9,0,6,3,6,0,0,0,0,287,1,1
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27-132,1997,3.3,165,152,12,8,0,3,3,0,2,0,1,0,131,1,1
Orel Mangala,BEL,MF,Everton,Premier League,26-235,1998,4.1,152,150,2,2,0,0,2,0,0,0,0,0,134,0,3
Orel Mangala,BEL,MF,Lyon,Ligue 1,26-235,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2
Ryan Manning,IRL,"DF,FW",Southampton,Premier League,28-147,1996,3.2,91,73,17,4,0,0,13,6,7,7,0,0,74,1,0
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30-187,1994,4.9,302,289,13,8,1,0,1,5,0,0,0,0,269,0,4
Johan Manzambi,SUI,FW,Freiburg,Bundesliga,19-025,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19-136,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22-101,2002,3.7,75,69,6,0,2,0,1,1,0,0,0,0,52,0,4
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,22-044,2002,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1
Marcão,BRA,DF,Sevilla,La Liga,28-156,1996,5.1,254,235,18,10,0,0,0,0,0,0,0,0,223,1,4
Filip Marchwiński,POL,MF,Lecce,Serie A,22-303,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35-208,1989,6.6,377,296,81,5,2,1,15,76,0,0,0,0,296,0,5
Alberto Marí,ESP,FW,Valencia,La Liga,23-120,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Pablo Marí,ESP,DF,Monza,Serie A,31-069,1993,11.0,613,555,56,22,0,2,0,2,0,0,0,0,553,2,0
José María Giménez,URU,DF,Atlético Madrid,La Liga,29-293,1995,9.3,553,515,37,20,0,14,0,2,0,0,0,0,501,1,2
Luca Marianucci,ITA,DF,Empoli,Serie A,20-108,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mirko Marić,CRO,FW,Monza,Serie A,29-176,1995,0.8,28,28,0,0,0,0,0,0,0,0,0,0,17,0,1
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21-128,2003,0.5,24,24,0,0,0,0,1,0,0,0,0,0,15,0,0
Răzvan Marin,ROU,MF,Cagliari,Serie A,28-169,1996,7.6,322,271,50,22,2,0,41,1,27,1,25,0,242,1,4
Guillermo Maripán,CHI,DF,Torino,Serie A,30-186,1994,4.0,288,278,9,8,0,1,0,0,0,0,0,0,259,1,0
Mika Màrmol,ESP,DF,Las Palmas,La Liga,22-129,2002,5.7,376,345,31,8,0,2,10,18,0,0,0,0,313,0,6
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,25-275,1999,8.3,170,137,32,12,3,0,29,1,18,4,12,0,123,1,3
Mario Maroto,ESP,MF,Valladolid,La Liga,20-346,2003,0.2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30-178,1994,7.0,677,663,13,9,1,2,0,4,0,0,0,0,643,1,3
Aarón Martín,ESP,DF,Genoa,Serie A,27-200,1997,10.2,417,301,113,24,0,1,94,58,31,17,13,0,275,3,5
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22-200,2002,2.8,55,54,1,0,0,0,2,1,0,0,0,0,31,0,5
Gerard Martín,ESP,DF,Barcelona,La Liga,22-312,2002,3.1,198,175,23,3,0,0,5,20,0,0,0,0,167,0,4
Iván Martín,ESP,MF,Girona,La Liga,25-268,1999,8.3,509,495,13,10,1,0,2,3,0,0,0,0,465,1,5
Jon Martin,ESP,DF,Real Sociedad,La Liga,18-312,2006,1.0,30,29,1,1,0,0,0,0,0,0,0,0,20,0,1
Jonas Martin,FRA,MF,Brest,Ligue 1,34-213,1990,4.3,224,215,8,6,0,0,2,2,0,0,0,0,195,1,5
Mario Martín,ESP,MF,Valladolid,La Liga,20-248,2004,6.6,250,240,9,4,0,2,2,1,0,0,0,0,209,1,4
Gabriel Martinelli,BRA,"MF,FW",Arsenal,Premier League,23-143,2001,6.8,196,190,6,0,0,1,20,5,1,1,0,0,141,0,11
Arnau Martinez,ESP,"DF,FW",Girona,La Liga,21-197,2003,7.1,556,481,72,14,3,0,24,57,1,0,1,0,481,3,5
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,32-067,1992,10.0,367,300,66,20,0,1,0,0,0,0,0,0,296,1,0
Iñigo Martínez,ESP,DF,Barcelona,La Liga,33-175,1991,10.8,985,932,52,44,1,19,0,2,0,0,0,0,910,1,5
Javi Martínez,ESP,MF,Osasuna,La Liga,24-322,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Lautaro Martínez,ARG,FW,Inter,Serie A,27-078,1997,9.0,175,165,9,1,4,2,4,0,0,0,0,0,126,1,5
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26-295,1998,8.8,597,563,33,7,1,0,3,11,0,0,0,0,533,1,1
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28-182,1996,3.6,250,238,11,7,0,3,0,4,0,0,0,0,222,1,1
Toni Martínez,ESP,FW,Alavés,La Liga,27-131,1997,4.9,93,86,5,0,2,1,4,0,0,0,0,0,48,2,1
Kevin Martins,ITA,DF,Monza,Serie A,19-282,2005,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Javi Martón,ESP,FW,Athletic Club,La Liga,25-186,1999,0.5,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Adam Marušić,MNE,DF,Lazio,Serie A,32-022,1992,6.4,324,268,56,5,0,0,15,51,0,0,0,0,281,0,4
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24-128,2000,4.5,192,152,40,9,0,0,21,31,0,0,0,0,143,0,5
Omar Mascarell,EQG,MF,Mallorca,La Liga,31-280,1993,6.9,279,277,1,1,0,7,0,0,0,0,0,0,244,1,3
Adam Masina,MAR,DF,Torino,Serie A,30-311,1994,9.6,620,591,29,11,1,3,7,15,0,0,0,0,530,0,2
Patrizio Masini,ITA,"MF,FW",Genoa,Serie A,23-286,2001,0.6,11,11,0,0,0,0,1,0,0,0,0,0,6,0,2
Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,25-352,1998,6.2,248,235,11,8,1,2,0,0,0,0,0,0,204,2,4
Clinton Mata,ANG,DF,Lyon,Ligue 1,32-001,1992,6.9,371,321,48,20,0,2,15,27,0,0,0,0,304,2,4
Jaime Mata,ESP,FW,Las Palmas,La Liga,36-015,1988,2.4,50,48,2,0,0,0,6,0,0,0,0,0,34,0,4
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21-222,2003,2.1,45,40,5,0,0,0,0,0,0,0,0,0,35,0,1
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,22-055,2002,4.2,275,270,5,3,0,1,3,2,0,0,0,0,237,0,5
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22-267,2002,0.0,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27-133,1997,7.4,115,113,2,0,1,0,6,0,0,0,0,0,74,0,5
Nemanja Matić,SRB,MF,Lyon,Ligue 1,36-099,1988,5.8,321,300,20,15,1,2,3,1,0,0,0,0,281,1,4
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22-177,2002,3.5,116,113,3,3,0,0,0,0,0,0,0,0,93,0,1
Jean Mattéo Bahoya,FRA,"MF,DF",Eint Frankfurt,Bundesliga,19-185,2005,1.3,46,44,2,0,1,1,3,2,0,0,0,0,35,0,2
Alan Matturro,URU,DF,Genoa,Serie A,20-028,2004,5.2,156,135,20,2,0,1,5,18,0,0,0,0,111,1,2
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26-194,1998,8.2,372,358,13,13,2,1,1,0,0,0,0,0,320,1,6
Neal Maupay,FRA,FW,Marseille,Ligue 1,28-086,1996,2.7,85,78,7,1,0,0,1,2,0,0,0,0,69,0,4
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26-161,1998,6.8,214,203,8,2,3,0,19,4,2,0,1,0,156,3,6
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26-333,1997,7.2,370,348,21,10,0,10,2,11,0,0,0,0,308,1,6
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19-204,2005,1.8,113,109,4,1,0,0,0,0,0,0,0,0,93,0,2
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20-228,2004,1.7,43,38,4,1,0,0,2,0,0,0,0,0,22,1,5
Borja Mayoral,ESP,FW,Getafe,La Liga,27-217,1997,1.4,37,33,3,0,0,1,4,0,0,0,0,0,20,1,2
Senny Mayulu,FRA,"MF,DF",Paris S-G,Ligue 1,18-175,2006,1.4,52,47,4,1,0,0,2,0,3,2,0,0,42,1,1
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26-360,1997,8.1,459,383,76,10,3,0,4,66,0,0,0,0,390,0,11
Luca Mazzitelli,ITA,MF,Como,Serie A,28-359,1995,3.2,170,164,5,2,1,2,9,2,0,0,0,0,137,1,2
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29-104,1995,4.3,150,123,26,0,1,0,7,26,0,0,0,0,117,1,5
Samuel Mbangula,BEL,FW,Juventus,Serie A,20-297,2004,3.6,115,115,0,0,0,0,5,0,0,0,0,0,101,0,1
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17-315,2006,0.9,42,40,2,1,0,0,0,0,1,0,0,0,35,0,1
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25-324,1998,9.4,281,263,17,1,0,6,7,1,1,0,0,0,232,1,12
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16-289,2008,1.0,35,34,0,0,0,0,1,0,0,0,0,0,30,1,0
Bryan Mbeumo,CMR,FW,Brentford,Premier League,25-093,1999,9.9,331,291,38,9,4,2,41,7,18,13,1,0,235,2,13
James Mcatee,ENG,FW,Manchester City,Premier League,22-021,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Kasey McAteer,IRL,"DF,FW",Leicester City,Premier League,22-352,2001,0.4,28,25,3,0,0,0,2,3,0,0,0,0,20,0,0
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28-157,1996,7.9,193,172,21,1,0,0,1,2,0,0,0,0,139,0,2
Alex McCarthy,ENG,GK,Southampton,Premier League,34-341,1989,2.0,53,47,6,2,0,1,0,0,0,0,0,0,46,0,0
John McGinn,SCO,"FW,MF",Aston Villa,Premier League,30-021,1994,5.6,167,160,7,2,2,0,11,2,3,1,1,0,135,0,5
Scott McKenna,SCO,DF,Las Palmas,La Liga,27-362,1996,7.1,404,390,14,5,0,1,0,1,0,0,0,0,357,0,3
Weston McKennie,USA,MF,Juventus,Serie A,26-072,1998,4.1,155,153,1,0,1,0,1,1,0,0,0,0,128,1,1
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25-257,1999,7.7,370,339,31,7,0,1,0,20,0,0,0,0,320,0,1
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24-352,1999,9.9,371,300,69,24,7,5,65,3,30,18,4,4,270,2,12
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27-336,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
Scott McTominay,SCO,MF,Napoli,Serie A,27-336,1996,7.2,183,181,2,0,2,0,1,1,0,0,0,0,157,0,1
Jakov Medić,CRO,DF,Bochum,Bundesliga,26-062,1998,6.8,250,239,9,4,1,0,0,0,0,0,0,0,218,2,0
Facundo Medina,ARG,"DF,MF",Lens,Ligue 1,25-164,1999,8.8,527,493,30,24,2,3,5,6,0,0,0,0,458,4,4
Ben Mee,ENG,"DF,FW",Brentford,Premier League,35-048,1989,0.1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Henrik Meister,DEN,FW,Rennes,Ligue 1,20-357,2003,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
Bamo Meïté,CIV,"DF,MF",Marseille,Ligue 1,22-341,2001,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1
Mateo Mejía,ESP,FW,Sevilla,La Liga,21-222,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,27-187,1997,6.9,171,150,21,6,0,0,20,2,12,6,3,0,127,0,6
Filippo Melegoni,ITA,"MF,FW",Genoa,Serie A,25-264,1999,1.0,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,22-142,2002,4.3,382,349,32,10,1,2,12,22,0,0,0,0,344,1,5
Brais Méndez,ESP,MF,Real Sociedad,La Liga,27-306,1997,6.3,317,297,18,10,1,3,9,4,2,1,1,0,265,2,4
